date_visit,n_stay,n_reserve,n_room,n_people,amount_fee
2026-02-11,9,9,22,47,587400
2026-02-12,26,26,28,72,1317800
2026-02-13,33,33,33,94,1929444
2026-02-14,14,13,67,150,2630760
2026-02-15,15,14,76,147,2381920
2026-02-16,8,8,32,73,1119360
2026-02-17,10,10,31,72,1108910
2026-02-18,9,9,11,29,532730
2026-02-19,15,15,66,119,1665400
2026-02-20,51,50,83,196,4814255
2026-02-21,55,55,75,302,6396412
2026-02-22,16,16,56,123,2079232
2026-02-23,10,9,30,52,783420
2026-02-24,11,11,56,84,1213520
2026-02-25,6,6,9,45,705100
2026-02-26,18,18,19,53,807400
2026-02-27,27,27,41,100,2226456
2026-02-28,21,20,58,96,1697630
2026-03-01,8,8,51,82,763400
2026-03-02,9,9,55,116,1586540
2026-03-03,9,9,9,18,403180
2026-03-04,6,5,52,101,1442100
2026-03-05,10,10,83,166,1794540
2026-03-06,20,20,29,100,2103145
2026-03-07,14,13,59,106,961022
2026-03-08,12,12,71,108,2445300
2026-03-09,7,7,23,44,261800
2026-03-10,13,13,57,109,711920
2026-03-11,5,5,20,38,584320
2026-03-12,34,34,48,116,1802460
2026-03-13,25,25,74,188,3549689
2026-03-14,19,18,82,161,3340234
2026-03-15,9,9,48,68,1023440
2026-03-16,10,10,33,73,620840
2026-03-17,9,8,50,82,1170620
2026-03-18,14,10,32,68,1037570
2026-03-19,59,55,85,225,3756950
2026-03-20,30,30,46,131,2363580
2026-03-21,18,17,39,59,913330
2026-03-22,11,11,53,65,958650
2026-03-23,13,12,35,95,1291950
2026-03-24,8,8,47,92,1313400
2026-03-25,15,14,67,91,1218552
2026-03-26,30,27,59,119,1990880
2026-03-27,24,24,42,120,2109360
2026-03-28,25,24,70,151,2163690
2026-03-29,3,3,25,31,380050
2026-03-30,11,11,16,35,538370
2026-03-31,1,1,1,2,37400
2026-04-01,4,3,35,34,426800
2026-04-02,5,5,45,54,779020
2026-04-03,5,5,23,49,855800
2026-04-04,10,6,30,64,313280
2026-04-05,8,6,30,68,293700
2026-04-06,8,7,80,121,1667600
2026-04-07,1,1,40,42,547800
2026-04-08,3,3,37,74,1014200
2026-04-09,6,6,10,26,432740
2026-04-10,5,5,31,59,1084600
2026-04-11,6,6,61,119,2400640
2026-04-12,3,3,36,63,535700
2026-04-13,12,11,62,127,1342000
2026-04-14,7,7,66,92,271700
2026-04-15,10,9,66,79,534930
2026-04-16,7,7,71,77,1127500
2026-04-17,6,6,25,19,277200
2026-04-18,4,4,67,98,295900
2026-04-19,5,5,74,80,817200
2026-04-20,6,5,70,96,242000
2026-04-21,7,7,66,133,1057100
2026-04-22,4,4,63,63,237600
2026-04-23,9,8,62,65,886136
2026-04-24,5,5,25,15,293700
2026-04-25,7,7,65,108,910800
2026-04-26,8,8,60,80,596200
2026-04-27,4,4,61,86,728580
2026-04-28,11,9,47,59,293700
2026-04-29,13,13,68,125,1195260
2026-04-30,10,10,64,103,773300
2026-05-01,19,16,70,91,1080410
2026-05-02,15,15,60,104,1371150
2026-05-03,18,16,74,111,1562360
2026-05-04,9,8,69,110,424930
2026-05-05,3,3,60,72,354750
2026-05-06,5,5,74,111,100650
2026-05-07,7,6,65,96,136400
2026-05-08,3,3,61,83,101970
2026-05-09,7,7,64,113,876700
2026-05-10,2,2,16,32,421300
2026-05-11,3,3,24,47,117920
2026-05-12,3,3,3,13,139700
