date_visit,n_stay,n_reserve,n_room,n_people,amount_fee
2026-06-23,19,19,44,95,1357160
2026-06-24,16,15,49,105,1489400
2026-06-25,22,22,36,98,1233110
2026-06-26,30,30,30,84,1205160
2026-06-27,16,16,42,94,902711
2026-06-28,15,15,35,57,525790
2026-06-29,10,9,63,112,1328770
2026-06-30,16,13,33,68,522130
2026-07-01,16,15,72,140,1925230
2026-07-02,21,20,56,152,1869960
2026-07-03,26,25,52,128,1363905
2026-07-04,19,19,50,120,1647168
2026-07-05,6,6,28,58,245300
2026-07-06,11,10,24,52,747560
2026-07-07,13,12,32,64,861740
2026-07-08,12,12,72,109,1406150
2026-07-09,18,18,40,97,795520
2026-07-10,52,49,85,239,3003260
2026-07-11,19,19,74,175,2713246
2026-07-12,8,8,12,31,548346
2026-07-13,10,10,68,119,1489855
2026-07-14,14,12,12,28,385840
2026-07-15,10,9,70,124,1690700
2026-07-16,18,18,63,99,1214070
2026-07-17,62,55,85,295,5622167
2026-07-18,58,57,90,332,5096364
2026-07-19,24,21,58,140,2145385
2026-07-20,13,13,64,126,2992662
2026-07-21,19,18,44,77,758845
2026-07-22,18,12,53,99,1111148
2026-07-23,40,37,41,164,2045656
2026-07-24,55,53,86,286,4831038
2026-07-25,26,25,71,210,3941063
2026-07-26,15,15,78,187,2191796
2026-07-27,33,29,52,149,1956253
2026-07-28,20,18,25,91,1384852
2026-07-29,25,21,55,162,2220537
2026-07-30,31,30,36,131,1831325
2026-07-31,36,34,66,195,3142184
2026-08-01,40,32,47,165,2568830
2026-08-02,27,25,37,128,2091556
2026-08-03,26,23,42,111,1566470
2026-08-04,20,19,25,92,1278494
2026-08-05,32,25,32,118,1246500
2026-08-06,44,43,68,201,2849711
2026-08-07,41,40,66,230,3986097
2026-08-08,40,33,55,150,3011281
2026-08-09,45,37,58,198,4427787
2026-08-10,29,26,70,225,5189625
2026-08-11,45,39,76,246,4080099
2026-08-12,38,34,86,248,4611735
2026-08-13,36,34,65,225,3466673
2026-08-14,10,10,38,109,2167647
2026-08-15,14,13,15,64,696828
2026-08-16,14,12,12,54,756787
2026-08-17,10,8,37,92,1315188
2026-08-18,14,14,16,64,906787
2026-08-19,7,6,44,88,549434
2026-08-20,17,14,34,97,574794
2026-08-21,14,14,13,58,960480
2026-08-22,11,10,75,175,1208476
2026-08-23,11,10,60,135,946598
2026-08-24,9,8,69,119,875610
2026-08-25,5,5,78,157,1540300
2026-08-26,7,6,68,121,155800
2026-08-27,6,5,52,112,561884
2026-08-28,22,22,31,104,1736736
2026-08-29,13,12,47,99,808115
2026-08-30,3,2,45,91,54230
2026-08-31,2,2,12,23,326700
2026-09-01,4,4,20,37,93830
2026-09-02,3,3,74,89,779900
2026-09-03,9,7,61,122,504000
2026-09-04,7,7,29,72,441144
2026-09-05,3,2,44,13,88000
2026-09-06,1,1,37,35,476300
2026-09-07,8,8,69,123,860640
2026-09-08,2,2,39,56,168300
2026-09-09,5,4,65,67,294800
2026-09-10,4,4,59,119,498300
2026-09-11,9,9,51,97,1192840
2026-09-12,10,9,52,93,613965
2026-09-13,3,3,53,109,998800
2026-09-14,0,0,0,0,0
2026-09-15,7,6,62,99,246400
2026-09-16,5,4,56,67,261140
2026-09-17,9,7,44,84,621260
2026-09-18,12,12,36,99,1184493
2026-09-19,22,22,62,143,1315180
2026-09-20,18,18,70,166,1518199
2026-09-21,7,7,47,105,409420
