date_visit,n_stay,n_reserve,n_room,n_people,amount_fee
2025-09-03,20,19,25,53,731683
2025-09-04,18,17,25,57,833540
2025-09-05,25,25,38,112,1983709
2025-09-06,17,16,37,93,1345298
2025-09-07,10,10,46,104,1334150
2025-09-08,12,12,12,22,311600
2025-09-09,20,20,25,53,766970
2025-09-10,16,15,45,101,1452738
2025-09-11,21,19,46,113,1444960
2025-09-12,60,57,65,185,2838073
2025-09-13,46,46,85,233,4571450
2025-09-14,16,14,51,108,1774771
2025-09-15,11,11,38,46,555962
2025-09-16,17,16,50,90,1376786
2025-09-17,19,19,49,74,1033258
2025-09-18,16,16,16,46,657830
2025-09-19,37,34,41,117,1592305
2025-09-20,28,26,56,128,2034958
2025-09-21,7,7,37,82,1202740
2025-09-22,10,10,14,28,543088
2025-09-23,16,14,23,60,650224
2025-09-24,12,11,58,94,1320386
2025-09-25,15,15,69,125,933010
2025-09-26,26,25,55,129,2144923
2025-09-27,20,19,69,143,1832420
2025-09-28,8,8,70,132,1882100
2025-09-29,15,13,26,60,852830
2025-09-30,11,10,17,39,588632
2025-10-01,5,4,38,67,1001660
2025-10-02,13,13,35,54,787052
2025-10-03,16,16,78,223,3651600
2025-10-04,18,17,72,147,1679648
2025-10-05,8,8,51,105,1060400
2025-10-06,12,11,35,76,1160170
2025-10-07,14,13,40,86,1347775
2025-10-08,16,15,60,114,1787060
2025-10-09,17,17,24,62,984830
2025-10-10,17,16,81,222,4493368
2025-10-11,39,39,79,194,3891250
2025-10-12,9,9,36,85,1360904
2025-10-13,10,8,33,75,420640
2025-10-14,20,20,24,63,965400
2025-10-15,8,7,66,141,1934900
2025-10-16,7,7,76,172,2569600
2025-10-17,18,18,43,116,2038416
2025-10-18,15,14,84,171,3124561
2025-10-19,18,16,71,142,1923790
2025-10-20,8,8,52,108,1497100
2025-10-21,17,15,66,138,2060830
2025-10-22,9,9,62,151,2049750
2025-10-23,20,19,70,151,1843480
2025-10-24,18,17,51,129,2319340
2025-10-25,15,13,73,171,2474780
2025-10-26,6,6,52,119,1082400
2025-10-27,10,10,55,111,1530960
2025-10-28,11,11,31,66,541560
2025-10-29,13,11,77,131,1881003
2025-10-30,6,5,60,91,1364000
2025-10-31,9,9,37,72,1626680
2025-11-01,14,14,42,110,1932330
2025-11-02,9,8,81,158,2135045
2025-11-03,7,7,77,155,1606880
2025-11-04,11,11,68,130,532485
2025-11-05,10,8,66,141,2093520
2025-11-06,6,6,76,159,2339700
2025-11-07,17,17,76,175,2988660
2025-11-08,10,9,60,132,1554520
2025-11-09,8,7,70,142,1278420
2025-11-10,11,10,49,89,791020
2025-11-11,5,5,67,130,1450482
2025-11-12,8,7,82,204,1856800
2025-11-13,16,16,52,132,2056395
2025-11-14,17,17,58,145,1911360
2025-11-15,9,9,86,171,2529200
2025-11-16,8,8,78,177,1481460
2025-11-17,10,8,50,73,1018600
2025-11-18,6,6,65,111,1034000
2025-11-19,10,9,69,151,2167000
2025-11-20,14,13,61,120,1736900
2025-11-21,26,26,61,122,2594020
2025-11-22,14,14,62,141,1937650
2025-11-23,13,12,76,120,1296020
2025-11-24,5,4,75,141,1942600
2025-11-25,4,4,72,166,1287000
2025-11-26,9,9,77,152,1957780
2025-11-27,11,9,80,180,1508100
2025-11-28,8,7,40,103,1919060
2025-11-29,6,5,80,164,1773310
2025-11-30,4,4,59,114,779900
2025-12-01,5,3,22,52,630300
2025-12-02,5,5,36,90,892980
