date_visit,n_stay,n_reserve,n_room,n_people,amount_fee
2026-06-05,19,19,27,88,1232840
2026-06-06,17,16,67,152,2147142
2026-06-07,11,10,34,67,1034810
2026-06-08,12,12,55,120,1885315
2026-06-09,6,5,5,11,150800
2026-06-10,18,18,56,105,1422000
2026-06-11,19,19,41,110,1450020
2026-06-12,31,31,35,126,1822650
2026-06-13,25,24,49,115,1521080
2026-06-14,12,12,17,44,643020
2026-06-15,14,14,37,72,1052152
2026-06-16,11,11,12,33,413600
2026-06-17,16,16,19,40,568700
2026-06-18,25,24,30,104,1577400
2026-06-19,38,38,50,169,2526140
2026-06-20,23,21,66,97,1450460
2026-06-21,9,7,49,53,711800
2026-06-22,7,7,18,41,615120
2026-06-23,12,12,36,80,1128820
2026-06-24,9,9,48,94,1357840
2026-06-25,20,20,36,84,1040730
2026-06-26,13,13,13,45,666710
2026-06-27,11,11,55,117,1154021
2026-06-28,8,8,27,25,224800
2026-06-29,7,7,49,70,913068
2026-06-30,6,6,26,42,199980
2026-07-01,13,12,69,113,1551330
2026-07-02,13,12,49,119,1393260
2026-07-03,18,17,40,91,936320
2026-07-04,13,12,64,122,1097828
2026-07-05,6,6,28,60,245300
2026-07-06,6,6,32,69,552420
2026-07-07,5,5,24,42,588940
2026-07-08,6,6,68,82,1023050
2026-07-09,13,13,46,104,545840
2026-07-10,25,24,54,127,1613980
2026-07-11,16,15,88,201,2433926
2026-07-12,3,3,26,56,160160
2026-07-13,10,10,67,121,1505255
2026-07-14,11,10,10,25,321200
2026-07-15,9,8,66,107,1441000
2026-07-16,11,11,52,74,880220
2026-07-17,38,33,60,216,4103016
2026-07-18,40,39,61,235,3572665
2026-07-19,21,18,73,141,1590864
2026-07-20,10,10,82,155,2651875
2026-07-21,14,13,53,126,1511272
2026-07-22,14,10,70,133,932300
2026-07-23,36,33,55,145,1830012
2026-07-24,44,42,72,250,4215410
2026-07-25,20,19,77,206,2550521
2026-07-26,13,13,88,167,2136116
2026-07-27,20,19,41,115,1465470
2026-07-28,14,13,17,61,1028444
2026-07-29,19,15,45,131,1553200
2026-07-30,31,30,37,135,1860816
2026-07-31,32,30,62,187,2745670
2026-08-01,33,24,52,165,1995510
2026-08-02,18,18,48,137,1519680
2026-08-03,17,15,33,85,1221240
2026-08-04,6,6,8,24,312070
2026-08-05,21,17,23,86,883244
2026-08-06,37,36,57,171,2486212
2026-08-07,29,29,56,181,3150438
2026-08-08,31,25,47,146,2258080
2026-08-09,31,24,53,159,2958318
2026-08-10,17,14,76,210,4043048
2026-08-11,32,25,57,187,3123043
2026-08-12,25,23,74,207,3861550
2026-08-13,25,23,51,166,2262224
2026-08-14,7,7,35,98,1902657
2026-08-15,10,10,12,50,523880
2026-08-16,7,5,5,23,277090
2026-08-17,4,4,34,76,1070190
2026-08-18,6,6,6,20,292600
2026-08-19,7,6,44,86,535200
2026-08-20,9,8,44,98,687970
2026-08-21,8,8,9,30,446760
2026-08-22,8,7,87,196,1028060
2026-08-23,10,9,59,140,995918
2026-08-24,7,6,66,101,577770
2026-08-25,4,4,77,173,1342600
2026-08-26,6,5,67,102,122800
2026-08-27,4,4,51,107,541904
2026-08-28,17,17,22,81,1353466
2026-08-29,4,4,4,14,171600
2026-08-30,0,0,0,0,0
2026-08-31,1,1,11,20,277200
2026-09-01,2,2,18,34,37400
2026-09-02,1,1,22,4,0
2026-09-03,3,2,21,44,37400
