date_visit,n_stay,n_reserve,n_room,n_people,amount_fee
2026-09-02,19,17,57,89,1366700
2026-09-03,18,17,21,51,713390
2026-09-04,26,26,31,104,1658824
2026-09-05,12,11,41,91,1402140
2026-09-06,14,14,30,60,939960
2026-09-07,13,13,63,115,2024220
2026-09-08,16,15,70,127,1946688
2026-09-09,14,11,57,97,1300400
2026-09-10,17,17,59,116,1675030
2026-09-11,30,30,78,172,3031310
2026-09-12,16,16,36,79,1059465
2026-09-13,7,7,30,51,844470
2026-09-14,19,19,22,52,683220
2026-09-15,8,7,44,58,917950
2026-09-16,11,11,29,54,931700
2026-09-17,15,13,26,54,839280
2026-09-18,43,42,67,176,4051523
2026-09-19,61,61,88,233,4716506
2026-09-20,47,42,78,186,4198672
2026-09-21,41,40,60,168,2777166
2026-09-22,14,14,16,43,692258
2026-09-23,10,10,10,27,440440
2026-09-24,22,20,23,60,838020
2026-09-25,29,28,38,112,1894560
2026-09-26,16,15,72,97,1365960
2026-09-27,9,9,51,72,992200
2026-09-28,17,15,56,83,1082600
2026-09-29,9,9,33,64,812435
2026-09-30,16,14,64,172,2470490
2026-10-01,18,18,55,120,1818410
2026-10-02,22,22,28,82,1438140
2026-10-03,13,12,50,88,1422806
2026-10-04,10,10,59,148,2123220
2026-10-05,12,12,45,85,1284140
2026-10-06,8,8,56,78,1161380
2026-10-07,10,9,47,73,1058530
2026-10-08,20,20,45,84,1178720
2026-10-09,23,20,39,88,1796058
2026-10-10,23,22,66,116,1986140
2026-10-11,14,12,54,68,1101218
2026-10-12,18,15,31,81,1073630
2026-10-13,6,6,31,41,619300
2026-10-14,8,7,65,157,1251800
2026-10-15,17,16,89,186,1883244
2026-10-16,33,31,85,180,3795770
2026-10-17,25,24,70,180,1577820
2026-10-18,18,17,71,168,1185220
2026-10-19,7,7,9,22,380600
2026-10-20,13,13,17,39,695070
2026-10-21,8,7,72,112,1375900
2026-10-22,21,20,59,114,1708047
2026-10-23,24,23,46,127,1505240
2026-10-24,15,14,59,148,1355420
2026-10-25,6,6,28,58,243130
2026-10-26,15,14,33,89,1371770
2026-10-27,20,20,55,93,1560050
2026-10-28,15,14,52,84,1408330
2026-10-29,12,12,49,86,1133000
2026-10-30,12,12,13,35,800790
2026-10-31,12,12,14,43,723560
2026-11-01,3,3,41,80,778800
2026-11-02,8,8,48,90,717200
2026-11-03,8,8,44,95,741400
2026-11-04,8,7,65,119,1153900
2026-11-05,12,12,77,154,1086800
2026-11-06,23,23,26,126,1572412
2026-11-07,18,16,55,132,1429396
2026-11-08,16,14,55,116,1282050
2026-11-09,10,10,47,93,1340460
2026-11-10,9,8,67,177,2940860
2026-11-11,11,9,38,89,764500
2026-11-12,22,21,68,152,1200980
2026-11-13,22,22,72,172,2333130
2026-11-14,18,17,76,164,1401510
2026-11-15,14,13,56,87,822200
2026-11-16,13,12,48,102,1542800
2026-11-17,12,12,67,166,1562550
2026-11-18,19,16,54,132,1376700
2026-11-19,17,17,53,110,1277920
2026-11-20,24,22,36,108,2888930
2026-11-21,17,16,74,175,2787730
2026-11-22,10,9,74,109,958650
2026-11-23,8,7,46,97,299220
2026-11-24,6,6,51,105,1553860
2026-11-25,10,9,60,128,752950
2026-11-26,7,7,48,108,370260
2026-11-27,8,8,8,24,503400
2026-11-28,4,4,37,74,923908
2026-11-29,3,3,20,42,134200
2026-11-30,4,4,19,92,149600
2026-12-01,4,4,35,53,184470
