date_visit,n_stay,n_reserve,n_room,n_people,amount_fee
2025-06-07,36,36,56,112,1539480
2025-06-08,27,23,28,62,928040
2025-06-09,16,16,27,59,792000
2025-06-10,17,17,20,45,570520
2025-06-11,14,14,43,92,1234550
2025-06-12,20,19,59,147,2243100
2025-06-13,20,20,24,64,1053710
2025-06-14,26,26,37,87,1292544
2025-06-15,27,20,32,61,940330
2025-06-16,11,10,13,28,398100
2025-06-17,13,13,29,63,918982
2025-06-18,15,15,33,53,712000
2025-06-19,13,13,31,69,1114850
2025-06-20,35,35,38,99,1443405
2025-06-21,18,16,39,82,1190100
2025-06-22,14,11,24,70,928600
2025-06-23,11,11,17,40,535600
2025-06-24,6,6,16,26,391600
2025-06-25,12,11,63,81,1143700
2025-06-26,17,15,40,49,603520
2025-06-27,32,32,44,125,1842410
2025-06-28,14,14,35,65,1069150
2025-06-29,14,11,19,31,506830
2025-06-30,7,7,12,22,364600
2025-07-01,9,9,18,40,615180
2025-07-02,14,13,45,98,1169200
2025-07-03,19,19,52,119,1679430
2025-07-04,20,20,24,65,992310
2025-07-05,10,10,30,81,1065900
2025-07-06,11,8,10,31,558984
2025-07-07,9,9,47,114,1638400
2025-07-08,5,5,29,55,765000
2025-07-09,10,7,48,96,1320500
2025-07-10,17,15,43,99,1305100
2025-07-11,31,30,44,126,1894360
2025-07-12,6,5,28,61,701800
2025-07-13,5,4,55,74,765820
2025-07-14,8,8,31,31,361620
2025-07-15,13,12,32,69,908600
2025-07-16,5,5,12,33,507320
2025-07-17,6,6,6,23,291830
2025-07-18,37,26,59,146,2775320
2025-07-19,33,32,70,206,3523343
2025-07-20,16,13,57,144,2133704
2025-07-21,11,11,63,176,2412660
2025-07-22,11,9,9,41,499070
2025-07-23,12,11,50,124,1629160
2025-07-24,25,23,52,170,2480060
2025-07-25,43,42,51,165,2671092
2025-07-26,28,26,58,185,2852080
2025-07-27,18,17,42,128,1882422
2025-07-28,20,19,21,90,1142120
2025-07-29,17,15,30,98,1423840
2025-07-30,18,15,79,202,3158548
2025-07-31,14,14,44,138,2061390
2025-08-01,31,27,47,172,2973443
2025-08-02,25,22,64,206,3327280
2025-08-03,8,6,30,76,1085040
2025-08-04,12,12,14,53,744480
2025-08-05,16,13,17,71,1293420
2025-08-06,10,8,60,130,1779120
2025-08-07,18,18,44,159,2018170
2025-08-08,31,24,54,149,2491280
2025-08-09,19,17,51,139,2577350
2025-08-10,37,21,56,142,2737014
2025-08-11,21,17,57,140,2576416
2025-08-12,15,11,45,111,1793990
2025-08-13,16,15,55,146,2326848
2025-08-14,13,8,42,95,1535741
2025-08-15,16,14,68,150,2311560
2025-08-16,7,6,30,76,954360
2025-08-17,8,6,29,75,981420
2025-08-18,3,3,5,20,286660
2025-08-19,5,3,3,17,231220
2025-08-20,10,6,67,110,1471140
2025-08-21,1,1,49,74,921840
2025-08-22,10,10,12,35,608100
2025-08-23,7,6,34,86,1329309
2025-08-24,5,5,32,77,1062680
2025-08-25,2,2,2,7,111100
2025-08-26,5,5,29,65,856262
2025-08-27,4,3,61,125,1645600
2025-08-28,3,2,25,56,683100
2025-08-29,12,12,14,58,856240
2025-08-30,3,2,30,66,928400
2025-08-31,3,3,51,69,940500
2025-09-01,0,0,0,0,0
2025-09-02,2,2,22,45,638000
2025-09-03,4,3,24,52,665500
2025-09-04,5,4,36,74,729300
2025-09-05,2,2,28,58,311300
