date_visit,n_stay,n_reserve,n_room,n_people,amount_fee
2026-04-15,23,19,64,124,1625000
2026-04-16,17,16,45,93,1311700
2026-04-17,25,25,42,99,1655230
2026-04-18,21,20,59,126,1667850
2026-04-19,17,16,49,76,1273400
2026-04-20,14,10,48,92,1275260
2026-04-21,14,14,51,125,1746100
2026-04-22,12,12,46,97,1320030
2026-04-23,15,14,27,67,1000976
2026-04-24,22,22,24,85,1282190
2026-04-25,19,19,48,97,1387280
2026-04-26,12,12,12,28,448800
2026-04-27,5,5,45,50,829912
2026-04-28,29,26,30,86,1185060
2026-04-29,45,44,46,132,1759570
2026-04-30,42,42,59,157,2153560
2026-05-01,55,53,77,184,4263860
2026-05-02,52,50,93,212,4452010
2026-05-03,55,55,88,208,5138841
2026-05-04,49,48,76,192,3575540
2026-05-05,14,13,43,69,837145
2026-05-06,11,10,42,83,1185900
2026-05-07,8,8,9,23,328680
2026-05-08,14,14,42,96,1763640
2026-05-09,15,15,40,96,1228040
2026-05-10,11,8,15,31,475718
2026-05-11,19,16,41,48,700430
2026-05-12,12,12,45,105,969640
2026-05-13,12,12,68,113,1699140
2026-05-14,24,21,48,94,1450545
2026-05-15,17,17,38,78,1566690
2026-05-16,19,14,101,202,3111254
2026-05-17,12,12,38,81,1211410
2026-05-18,11,11,29,60,895830
2026-05-19,12,11,45,81,738820
2026-05-20,7,6,29,52,751400
2026-05-21,14,14,17,49,771870
2026-05-22,22,20,73,190,3068030
2026-05-23,22,22,95,157,2182928
2026-05-24,17,13,48,71,815200
2026-05-25,6,5,50,57,753600
2026-05-26,7,7,60,98,1432300
2026-05-27,12,12,34,46,385430
2026-05-28,12,11,38,100,649660
2026-05-29,15,15,62,149,2154310
2026-05-30,12,12,56,54,797016
2026-05-31,6,6,32,62,912220
2026-06-01,9,9,29,98,1365320
2026-06-02,6,6,6,18,277200
2026-06-03,3,3,81,197,3051500
2026-06-04,11,11,51,99,1402500
2026-06-05,3,3,6,12,230120
2026-06-06,7,6,30,25,377630
2026-06-07,4,4,40,43,635950
2026-06-08,4,4,46,101,1564310
2026-06-09,3,2,26,50,606100
2026-06-10,7,6,66,124,563200
2026-06-11,5,5,64,111,933900
2026-06-12,8,8,25,69,1178500
2026-06-13,7,7,64,131,1202300
2026-06-14,6,6,41,82,544700
2026-06-15,3,3,23,36,509300
2026-06-16,2,2,18,44,655600
2026-06-17,4,3,43,91,79200
2026-06-18,6,6,42,89,668800
2026-06-19,1,1,1,2,41800
2026-06-20,6,5,45,62,270600
2026-06-21,2,2,57,84,553300
2026-06-22,5,5,21,51,722700
2026-06-23,3,3,21,38,570900
2026-06-24,6,5,65,87,481800
2026-06-25,6,6,42,85,609400
2026-06-26,2,2,2,6,90200
2026-06-27,6,5,52,107,414700
2026-06-28,2,2,38,74,437800
2026-06-29,1,1,20,38,16500
2026-06-30,3,3,23,44,133100
2026-07-01,5,4,65,115,360800
2026-07-02,2,2,57,112,404800
2026-07-03,4,4,30,71,121000
2026-07-04,5,4,65,110,306900
2026-07-05,2,2,57,112,404800
2026-07-06,5,4,18,38,527780
2026-07-07,1,1,18,34,35200
2026-07-08,2,2,44,26,299200
2026-07-09,8,8,23,49,679800
2026-07-10,12,12,42,114,681840
2026-07-11,4,3,44,81,330660
2026-07-12,2,2,38,74,446600
2026-07-13,5,5,44,89,931555
2026-07-14,2,1,1,4,59400
