date_visit,n_stay,n_reserve,n_room,n_people,amount_fee
2026-02-24,19,18,39,90,1287060
2026-02-25,14,14,17,60,1010900
2026-02-26,22,22,23,69,1028500
2026-02-27,31,31,47,116,2525236
2026-02-28,32,30,64,120,2014350
2026-03-01,14,13,38,55,952600
2026-03-02,13,13,60,132,1788720
2026-03-03,17,17,17,40,681880
2026-03-04,9,8,54,118,1777600
2026-03-05,12,12,80,153,2226472
2026-03-06,21,21,30,112,2221230
2026-03-07,26,25,67,161,1756196
2026-03-08,15,15,61,139,2883100
2026-03-09,11,11,12,30,405350
2026-03-10,13,13,57,111,840620
2026-03-11,9,9,25,50,766920
2026-03-12,34,34,34,99,1443860
2026-03-13,30,30,79,207,3816439
2026-03-14,24,23,100,201,4153682
2026-03-15,11,11,51,74,1169740
2026-03-16,15,15,44,97,1286340
2026-03-17,10,9,51,90,1280180
2026-03-18,19,15,37,91,1323350
2026-03-19,65,60,90,243,3927120
2026-03-20,45,45,74,230,4096048
2026-03-21,25,24,47,80,1342330
2026-03-22,14,14,56,77,1108360
2026-03-23,19,18,41,110,1505750
2026-03-24,12,12,52,103,1442870
2026-03-25,21,18,71,109,1428065
2026-03-26,33,30,64,127,2019150
2026-03-27,39,39,66,184,3200240
2026-03-28,32,31,86,179,2688036
2026-03-29,9,9,36,59,713130
2026-03-30,14,14,19,45,706230
2026-03-31,2,2,2,6,72600
2026-04-01,5,4,36,39,494010
2026-04-02,9,9,49,73,997920
2026-04-03,11,11,30,73,1281313
2026-04-04,14,10,38,85,660710
2026-04-05,9,7,32,70,375100
2026-04-06,8,7,80,121,1667600
2026-04-07,3,3,42,48,616000
2026-04-08,5,5,39,80,1080200
2026-04-09,9,9,13,34,540760
2026-04-10,7,7,33,63,1178760
2026-04-11,10,10,66,135,2628890
2026-04-12,3,3,36,65,909700
2026-04-13,15,14,65,134,1447600
2026-04-14,8,8,50,99,419870
2026-04-15,11,10,67,75,980100
2026-04-16,6,6,51,87,1282600
2026-04-17,8,8,24,54,952600
2026-04-18,6,6,67,98,289300
2026-04-19,5,5,74,80,817200
2026-04-20,10,6,66,124,761200
2026-04-21,6,6,52,133,1073600
2026-04-22,3,3,44,42,280500
2026-04-23,8,7,43,67,931236
2026-04-24,5,5,25,15,293700
2026-04-25,9,9,67,113,990000
2026-04-26,9,9,43,86,724900
2026-04-27,4,4,61,86,728580
2026-04-28,12,10,48,61,322300
2026-04-29,13,13,49,128,1227260
2026-04-30,13,13,67,110,880000
2026-05-01,20,17,71,92,1087010
2026-05-02,17,17,81,144,2316050
2026-05-03,24,22,80,130,1994550
2026-05-04,9,8,69,110,424930
2026-05-05,3,3,60,75,394350
2026-05-06,5,5,74,113,474650
2026-05-07,7,6,65,94,132000
2026-05-08,4,4,62,86,161370
2026-05-09,7,7,64,113,876700
2026-05-10,9,9,66,95,776050
2026-05-11,9,8,69,67,322630
2026-05-12,5,5,46,24,282700
2026-05-13,6,6,66,68,491020
2026-05-14,10,10,67,82,1153185
2026-05-15,9,9,53,71,631400
2026-05-16,8,8,118,234,2520676
2026-05-17,8,8,68,110,973500
2026-05-18,5,5,55,71,73755
2026-05-19,5,5,54,81,683100
2026-05-20,4,4,63,56,70400
2026-05-21,7,6,66,100,220220
2026-05-22,9,8,79,136,1305480
2026-05-23,14,14,82,90,1172160
2026-05-24,6,6,55,40,330000
2026-05-25,5,4,63,64,265100
