date_visit,n_stay,n_reserve,n_room,n_people,amount_fee
2026-05-15,41,39,78,189,3438152
2026-05-16,24,19,80,193,2183994
2026-05-17,18,18,45,100,1469455
2026-05-18,27,25,38,133,1263780
2026-05-19,17,16,48,93,1431620
2026-05-20,12,11,34,67,1025960
2026-05-21,24,24,28,83,1225270
2026-05-22,32,29,62,175,2859550
2026-05-23,24,24,98,186,2602688
2026-05-24,18,14,38,69,1011000
2026-05-25,8,7,52,88,1253000
2026-05-26,14,13,62,109,1580760
2026-05-27,17,16,18,48,614230
2026-05-28,17,17,40,111,1423620
2026-05-29,21,20,31,81,1671087
2026-05-30,16,16,68,127,1955316
2026-05-31,10,10,20,43,642900
2026-06-01,8,8,29,68,950500
2026-06-02,9,9,9,28,409200
2026-06-03,6,6,84,204,3153800
2026-06-04,14,14,39,72,1027400
2026-06-05,14,14,18,62,841930
2026-06-06,10,9,54,107,1422572
2026-06-07,7,6,28,40,613950
2026-06-08,8,8,47,114,1592085
2026-06-09,3,2,2,5,72600
2026-06-10,10,10,49,87,1104000
2026-06-11,11,11,47,100,1368400
2026-06-12,9,9,10,35,525310
2026-06-13,9,9,31,63,744040
2026-06-14,8,8,12,32,447752
2026-06-15,10,10,38,66,1045292
2026-06-16,5,5,5,13,211200
2026-06-17,9,8,30,60,298100
2026-06-18,9,9,31,69,423500
2026-06-19,18,18,22,99,1366400
2026-06-20,11,10,54,55,830940
2026-06-21,5,4,45,29,365200
2026-06-22,3,3,5,9,165000
2026-06-23,6,6,30,60,858220
2026-06-24,8,7,67,111,807400
2026-06-25,12,12,59,143,805000
2026-06-26,5,5,4,15,215160
2026-06-27,7,6,53,109,452100
2026-06-28,2,2,43,54,66000
2026-06-29,2,2,21,16,56100
2026-06-30,4,4,24,40,172700
2026-07-01,7,6,63,78,1022890
2026-07-02,5,5,41,65,785400
2026-07-03,9,8,34,75,326260
2026-07-04,8,7,69,126,489500
2026-07-05,2,2,43,50,45100
2026-07-06,6,5,31,66,521400
2026-07-07,3,3,20,43,169400
2026-07-08,4,4,63,64,743100
2026-07-09,11,11,45,80,802800
2026-07-10,14,14,43,75,867520
2026-07-11,4,3,44,81,330660
2026-07-12,2,2,25,50,111100
2026-07-13,8,8,64,113,1382055
2026-07-14,6,5,5,10,162800
2026-07-15,9,8,66,103,1383800
2026-07-16,9,9,64,87,1052040
2026-07-17,25,20,46,157,3084559
2026-07-18,34,33,49,172,2834474
2026-07-19,13,11,57,109,752422
2026-07-20,9,9,80,151,2570075
2026-07-21,10,9,31,44,423570
2026-07-22,13,9,67,130,874880
2026-07-23,23,23,43,98,1252012
2026-07-24,29,28,44,140,2450283
2026-07-25,17,16,78,200,1292885
2026-07-26,8,8,51,84,474540
2026-07-27,16,15,37,100,1291890
2026-07-28,11,10,11,37,526790
2026-07-29,15,12,41,121,1477900
2026-07-30,19,19,38,110,1549490
2026-07-31,28,26,36,117,1590900
2026-08-01,29,20,54,176,1897412
2026-08-02,17,16,57,147,1536510
2026-08-03,15,12,31,70,1054810
2026-08-04,1,1,4,7,97400
2026-08-05,20,16,41,122,801350
2026-08-06,27,27,66,175,1919820
2026-08-07,19,19,45,137,2233588
2026-08-08,21,16,36,103,1356190
2026-08-09,26,19,59,159,2734248
2026-08-10,12,11,67,181,3435188
2026-08-11,6,6,12,48,1177781
2026-08-12,4,4,32,76,968770
2026-08-13,8,6,12,46,579120
