date_visit,n_stay,n_reserve,n_room,n_people,amount_fee
2026-04-22,12,12,46,96,1295030
2026-04-23,15,14,26,68,964416
2026-04-24,28,28,30,103,1555370
2026-04-25,22,22,45,108,1483780
2026-04-26,16,16,16,39,545350
2026-04-27,7,7,41,52,863102
2026-04-28,32,29,33,91,1247060
2026-04-29,50,49,51,145,1907440
2026-04-30,52,49,66,178,2424740
2026-05-01,67,65,86,221,4975130
2026-05-02,60,59,94,244,5248550
2026-05-03,71,71,116,303,7212315
2026-05-04,66,64,90,272,5005456
2026-05-05,16,15,42,125,1422125
2026-05-06,14,13,45,88,1267700
2026-05-07,9,9,10,29,378180
2026-05-08,16,16,44,100,1847240
2026-05-09,19,19,44,101,1336940
2026-05-10,12,9,16,33,517518
2026-05-11,21,18,43,80,1180030
2026-05-12,13,13,46,137,1396440
2026-05-13,13,13,70,120,1808040
2026-05-14,27,23,50,98,1525345
2026-05-15,25,25,55,130,2361782
2026-05-16,21,16,102,210,3219054
2026-05-17,11,11,36,77,1131990
2026-05-18,13,13,31,65,956000
2026-05-19,14,13,47,83,757320
2026-05-20,9,8,31,56,815860
2026-05-21,17,17,21,59,932470
2026-05-22,24,22,75,192,3117860
2026-05-23,22,22,94,179,2492688
2026-05-24,18,14,38,68,1000000
2026-05-25,7,6,52,76,1058300
2026-05-26,8,8,61,106,1555500
2026-05-27,12,12,34,46,385430
2026-05-28,15,14,56,143,1178320
2026-05-29,14,14,45,107,1390510
2026-05-30,13,13,57,60,868516
2026-05-31,6,6,32,62,912220
2026-06-01,8,8,29,68,948420
2026-06-02,7,7,7,22,312400
2026-06-03,3,3,81,197,3051500
2026-06-04,12,12,53,101,1419500
2026-06-05,5,5,8,20,314700
2026-06-06,7,6,30,42,620730
2026-06-07,4,4,40,60,879050
2026-06-08,4,4,46,101,1564310
2026-06-09,3,2,2,5,72600
2026-06-10,10,9,69,126,681600
2026-06-11,6,6,64,115,1013100
2026-06-12,8,8,25,69,1178500
2026-06-13,7,7,48,91,591800
2026-06-14,6,6,41,82,544700
2026-06-15,3,3,23,36,509300
2026-06-16,2,2,18,44,655600
2026-06-17,4,3,24,49,102300
2026-06-18,5,5,41,85,629200
2026-06-19,2,2,6,15,276100
2026-06-20,6,5,45,62,270600
2026-06-21,2,2,57,84,553300
2026-06-22,5,5,21,51,722700
2026-06-23,3,3,21,38,570900
2026-06-24,6,5,65,87,481800
2026-06-25,7,7,43,91,662200
2026-06-26,2,2,2,6,90200
2026-06-27,7,6,53,111,452100
2026-06-28,2,2,38,74,437800
2026-06-29,1,1,20,38,16500
2026-06-30,3,3,23,44,133100
2026-07-01,5,4,65,115,360800
2026-07-02,2,2,57,112,404800
2026-07-03,4,4,30,71,121000
2026-07-04,5,4,65,110,306900
2026-07-05,2,2,57,112,404800
2026-07-06,5,4,18,38,521400
2026-07-07,1,1,18,34,35200
2026-07-08,2,2,44,26,299200
2026-07-09,8,8,23,49,679800
2026-07-10,11,11,41,109,593950
2026-07-11,4,3,44,81,330660
2026-07-12,2,2,38,74,446600
2026-07-13,5,5,44,89,931555
2026-07-14,3,2,2,6,75900
2026-07-15,5,4,47,56,748000
2026-07-16,3,3,39,53,709500
2026-07-17,24,16,62,160,3271669
2026-07-18,24,23,38,138,2419114
2026-07-19,11,10,82,207,1722710
2026-07-20,2,2,21,42,58300
2026-07-21,1,1,20,38,16500
