date_visit,n_stay,n_reserve,n_room,n_people,amount_fee
2026-05-29,28,27,39,99,2036507
2026-05-30,23,22,67,149,2116620
2026-05-31,14,14,24,51,724300
2026-06-01,13,13,34,76,1038540
2026-06-02,9,9,33,78,1237500
2026-06-03,7,7,86,208,3117450
2026-06-04,15,15,40,74,1062930
2026-06-05,19,19,29,86,1198300
2026-06-06,16,15,66,149,2120742
2026-06-07,10,9,33,64,985310
2026-06-08,12,12,56,125,1905115
2026-06-09,4,3,3,6,83700
2026-06-10,17,17,56,103,1372500
2026-06-11,19,19,43,105,1387320
2026-06-12,26,26,30,106,1526750
2026-06-13,20,19,42,96,1232220
2026-06-14,11,11,16,42,596820
2026-06-15,12,12,35,64,984352
2026-06-16,10,10,10,31,413600
2026-06-17,14,14,17,34,496100
2026-06-18,24,23,29,104,1544840
2026-06-19,36,36,48,158,2438140
2026-06-20,23,21,66,97,1468060
2026-06-21,9,7,49,53,711800
2026-06-22,7,7,18,41,615120
2026-06-23,9,9,33,69,986920
2026-06-24,8,8,47,90,1322640
2026-06-25,19,19,30,99,703030
2026-06-26,12,12,13,49,619410
2026-06-27,11,11,55,117,1154021
2026-06-28,8,8,27,25,224800
2026-06-29,8,8,51,79,972670
2026-06-30,6,6,26,42,199980
2026-07-01,12,11,68,109,1516130
2026-07-02,11,10,47,108,1303500
2026-07-03,18,17,40,91,936320
2026-07-04,13,12,64,122,1097828
2026-07-05,4,4,26,56,157300
2026-07-06,6,6,32,69,552420
2026-07-07,4,4,23,39,544940
2026-07-08,5,5,67,78,987850
2026-07-09,13,13,46,104,545840
2026-07-10,24,23,53,124,1552380
2026-07-11,13,12,73,166,1729706
2026-07-12,3,3,26,56,160160
2026-07-13,10,10,67,121,1505255
2026-07-14,9,8,8,17,246400
2026-07-15,9,8,66,107,1441000
2026-07-16,11,11,52,74,880220
2026-07-17,32,27,53,176,3532655
2026-07-18,41,40,66,255,3814665
2026-07-19,21,18,72,151,1640606
2026-07-20,10,10,82,155,2651875
2026-07-21,12,11,34,56,467570
2026-07-22,14,10,70,133,932300
2026-07-23,34,31,53,138,1762692
2026-07-24,42,40,68,228,3899028
2026-07-25,19,18,76,199,2346691
2026-07-26,13,13,88,167,2136116
2026-07-27,19,18,40,111,1429940
2026-07-28,14,13,15,52,814813
2026-07-29,19,15,45,131,1553200
2026-07-30,29,28,35,123,1744216
2026-07-31,30,28,57,163,2557790
2026-08-01,31,22,47,148,1569700
2026-08-02,18,18,48,137,1519680
2026-08-03,17,15,33,85,1221240
2026-08-04,4,4,6,15,219560
2026-08-05,21,17,23,86,883244
2026-08-06,35,34,55,160,2354982
2026-08-07,26,26,53,166,2908438
2026-08-08,31,25,47,146,2258080
2026-08-09,27,21,49,144,2658238
2026-08-10,18,15,75,201,3929968
2026-08-11,33,26,59,197,3365043
2026-08-12,25,23,74,207,3861550
2026-08-13,23,21,47,154,2024349
2026-08-14,7,7,35,93,1274777
2026-08-15,8,8,9,38,482080
2026-08-16,7,5,5,23,277090
2026-08-17,4,4,34,76,1070190
2026-08-18,6,6,6,20,292600
2026-08-19,7,6,44,86,535200
2026-08-20,9,8,44,98,687970
2026-08-21,8,8,9,30,446760
2026-08-22,7,6,82,176,530640
2026-08-23,10,9,59,140,995918
2026-08-24,7,6,66,101,577770
2026-08-25,4,4,77,173,1342600
2026-08-26,6,5,67,102,122800
2026-08-27,4,4,51,107,541904
