date_visit,n_stay,n_reserve,n_room,n_people,amount_fee
2026-03-04,13,12,35,121,1807300
2026-03-05,15,15,44,168,2469936
2026-03-06,27,27,32,106,1986270
2026-03-07,35,34,56,133,2070670
2026-03-08,16,16,60,137,2847020
2026-03-09,12,12,13,32,429550
2026-03-10,18,18,41,75,951020
2026-03-11,12,12,27,58,903320
2026-03-12,39,39,39,111,1540110
2026-03-13,32,32,79,204,3689939
2026-03-14,30,29,106,224,4437042
2026-03-15,13,13,46,76,1211540
2026-03-16,23,23,53,116,1639440
2026-03-17,10,10,31,50,744700
2026-03-18,24,20,20,60,918770
2026-03-19,69,64,80,229,3773670
2026-03-20,50,50,87,310,5514014
2026-03-21,34,33,58,123,1900910
2026-03-22,18,18,61,87,1243212
2026-03-23,22,22,24,86,1136992
2026-03-24,18,18,36,76,1031910
2026-03-25,20,19,72,119,1547745
2026-03-26,40,38,67,149,2060531
2026-03-27,46,46,70,209,3698090
2026-03-28,34,32,87,185,2713666
2026-03-29,18,18,47,91,1242450
2026-03-30,16,16,18,53,891062
2026-03-31,2,2,2,6,72600
2026-04-01,6,5,38,47,608410
2026-04-02,10,10,50,76,1030320
2026-04-03,12,12,31,79,1407813
2026-04-04,15,11,39,89,695910
2026-04-05,11,9,34,74,429000
2026-04-06,8,7,80,121,1667600
2026-04-07,3,3,42,48,616000
2026-04-08,5,5,39,80,1080200
2026-04-09,11,11,19,56,1549880
2026-04-10,9,9,35,68,1287110
2026-04-11,11,11,67,141,2684990
2026-04-12,3,3,36,65,909700
2026-04-13,15,14,65,134,1447600
2026-04-14,11,10,51,131,869770
2026-04-15,14,13,71,83,1129700
2026-04-16,7,7,52,93,1338700
2026-04-17,8,8,24,57,998250
2026-04-18,7,7,68,100,322300
2026-04-19,7,7,75,112,1273700
2026-04-20,13,9,79,160,1332100
2026-04-21,8,8,54,141,1174800
2026-04-22,3,3,47,42,280500
2026-04-23,10,9,45,79,1068736
2026-04-24,8,8,28,28,510770
2026-04-25,10,10,67,115,1021240
2026-04-26,10,10,44,90,764500
2026-04-27,5,5,61,116,1268680
2026-04-28,12,10,48,61,322300
2026-04-29,15,15,51,132,1297660
2026-04-30,14,14,68,112,913000
2026-05-01,23,20,76,114,1504350
2026-05-02,20,20,84,152,2524445
2026-05-03,25,23,81,134,2058350
2026-05-04,9,8,69,110,424930
2026-05-05,3,3,60,79,447150
2026-05-06,5,5,74,113,474650
2026-05-07,8,7,66,95,148500
2026-05-08,5,5,63,87,175780
2026-05-09,8,8,66,86,913660
2026-05-10,8,8,65,93,734250
2026-05-11,9,8,69,67,322630
2026-05-12,5,5,46,24,282700
2026-05-13,7,7,69,70,524020
2026-05-14,12,12,69,86,1230185
2026-05-15,10,10,56,78,698500
2026-05-16,8,8,118,198,2520676
2026-05-17,8,8,68,110,973500
2026-05-18,5,5,55,71,73755
2026-05-19,9,8,57,91,842600
2026-05-20,5,5,65,60,145200
2026-05-21,12,11,71,116,491700
2026-05-22,10,9,80,138,1347280
2026-05-23,14,14,86,91,1188660
2026-05-24,6,6,55,40,330000
2026-05-25,5,4,63,64,265100
2026-05-26,6,6,77,127,949300
2026-05-27,7,7,66,58,188430
2026-05-28,6,5,65,98,156200
2026-05-29,8,8,71,125,1446900
2026-05-30,6,6,45,18,193710
2026-05-31,4,4,19,38,572320
2026-06-01,3,3,6,23,290400
2026-06-02,3,3,3,8,136500
