date_visit,n_stay,n_reserve,n_room,n_people,amount_fee
2025-10-23,37,36,60,146,2295120
2025-10-24,47,45,63,186,3571055
2025-10-25,40,37,80,183,2932584
2025-10-26,25,25,59,140,2204858
2025-10-27,22,22,42,89,1799950
2025-10-28,23,23,38,87,1145820
2025-10-29,29,27,65,145,2190653
2025-10-30,11,10,61,121,1840960
2025-10-31,40,40,47,138,3189412
2025-11-01,50,50,67,203,4180318
2025-11-02,16,16,30,74,1199220
2025-11-03,20,20,28,71,1109228
2025-11-04,25,25,81,172,2442085
2025-11-05,25,24,60,121,2020590
2025-11-06,17,17,60,119,1977910
2025-11-07,31,31,101,230,5508188
2025-11-08,34,33,92,208,2848471
2025-11-09,21,19,83,157,2009260
2025-11-10,48,45,88,179,2761120
2025-11-11,31,31,66,153,2151297
2025-11-12,11,10,70,161,2521860
2025-11-13,36,36,78,137,2431495
2025-11-14,47,46,93,215,4133410
2025-11-15,22,21,108,233,3435160
2025-11-16,20,20,100,239,4058100
2025-11-17,29,27,53,85,1418670
2025-11-18,26,26,54,100,1658580
2025-11-19,25,24,75,186,2689330
2025-11-20,28,27,78,140,2315500
2025-11-21,43,43,87,199,4399648
2025-11-22,36,36,104,276,5335592
2025-11-23,25,24,84,124,2289232
2025-11-24,7,6,87,160,2281084
2025-11-25,13,13,90,173,1710295
2025-11-26,17,17,55,126,1106820
2025-11-27,14,12,84,91,1169080
2025-11-28,24,23,60,166,3367320
2025-11-29,8,7,88,135,1841180
2025-11-30,8,8,34,48,820380
2025-12-01,16,14,64,119,1150600
2025-12-02,8,8,51,99,1047530
2025-12-03,13,11,55,95,1550980
2025-12-04,14,13,74,136,1922140
2025-12-05,38,38,95,266,4769160
2025-12-06,13,12,91,134,1853500
2025-12-07,7,7,75,124,1277100
2025-12-08,10,9,51,84,526240
2025-12-09,5,5,72,140,784300
2025-12-10,7,6,77,129,1765500
2025-12-11,11,11,54,69,1036200
2025-12-12,30,30,64,135,3120739
2025-12-13,9,8,55,97,1594020
2025-12-14,6,6,70,109,1463440
2025-12-15,7,6,46,97,741400
2025-12-16,3,3,65,103,1233540
2025-12-17,7,6,65,100,1373900
2025-12-18,6,6,50,105,906400
2025-12-19,17,17,59,134,1433630
2025-12-20,6,5,68,139,742500
2025-12-21,8,8,82,177,2057220
2025-12-22,6,6,66,115,347600
2025-12-23,6,6,69,141,196900
2025-12-24,5,4,63,140,671000
2025-12-25,7,6,47,107,1280620
2025-12-26,26,15,78,143,1561010
2025-12-27,17,16,80,142,1528780
2025-12-28,14,12,76,139,1875500
2025-12-29,11,11,74,173,1843600
2025-12-30,19,17,79,119,1830180
2025-12-31,20,17,96,190,2573644
2026-01-01,20,17,84,175,2337720
2026-01-02,7,7,80,191,1749000
2026-01-03,10,9,64,131,2274800
2026-01-04,1,1,21,48,804100
2026-01-05,4,4,45,106,168540
2026-01-06,3,3,63,135,39600
2026-01-07,4,3,66,131,650100
2026-01-08,2,2,43,57,815100
2026-01-09,10,10,10,30,682000
2026-01-10,8,8,39,88,696840
2026-01-11,3,3,61,137,547800
2026-01-12,6,6,69,138,623480
2026-01-13,3,3,54,102,850300
2026-01-14,4,2,42,55,900900
2026-01-15,2,2,63,101,1458600
2026-01-16,4,4,4,12,189200
2026-01-17,4,3,53,102,640200
2026-01-18,2,2,46,58,814000
2026-01-19,4,4,55,106,889900
2026-01-20,0,0,0,0,0
2026-01-21,2,2,34,86,1113200
