date_visit,n_stay,n_reserve,n_room,n_people,amount_fee
2025-08-16,74,64,81,285,3834268
2025-08-17,54,48,71,228,3540859
2025-08-18,41,37,45,170,2377324
2025-08-19,20,20,30,101,1497934
2025-08-20,16,14,49,121,1620480
2025-08-21,31,28,51,148,1944070
2025-08-22,47,45,54,187,2744709
2025-08-23,35,34,43,171,2504907
2025-08-24,24,24,41,132,2220601
2025-08-25,17,17,27,76,1244369
2025-08-26,16,15,19,56,789481
2025-08-27,12,11,12,36,455060
2025-08-28,19,17,18,58,771720
2025-08-29,43,42,56,180,2852959
2025-08-30,14,13,27,85,1414906
2025-08-31,10,10,35,62,576038
2025-09-01,7,7,9,17,370040
2025-09-02,9,8,10,21,351764
2025-09-03,10,10,12,27,418165
2025-09-04,14,13,21,47,690360
2025-09-05,17,17,29,88,1647633
2025-09-06,14,13,49,89,1403461
2025-09-07,4,4,54,77,1089550
2025-09-08,8,8,11,18,264220
2025-09-09,14,14,21,40,605440
2025-09-10,12,11,54,87,1251108
2025-09-11,15,13,45,75,947100
2025-09-12,27,25,30,94,1231538
2025-09-13,23,23,49,127,2508277
2025-09-14,11,9,40,77,1085961
2025-09-15,5,5,52,74,961862
2025-09-16,15,13,43,77,1009416
2025-09-17,13,13,38,52,753418
2025-09-18,13,13,11,35,558830
2025-09-19,17,16,21,67,822273
2025-09-20,16,15,41,92,1498550
2025-09-21,6,6,58,110,1090650
2025-09-22,7,6,27,56,789250
2025-09-23,7,6,48,102,1470700
2025-09-24,9,8,85,159,2192686
2025-09-25,9,9,60,106,700480
2025-09-26,18,17,44,97,1609135
2025-09-27,18,17,68,131,1665880
2025-09-28,5,5,67,124,1783100
2025-09-29,11,9,11,32,453200
2025-09-30,7,6,13,32,450582
2025-10-01,6,4,59,110,1595660
2025-10-02,8,8,52,80,1154452
2025-10-03,10,10,70,210,3449200
2025-10-04,10,9,34,75,1176560
2025-10-05,6,6,51,107,914100
2025-10-06,6,5,29,63,932140
2025-10-07,10,9,37,78,1255435
2025-10-08,14,13,40,79,1285460
2025-10-09,12,12,41,88,656700
2025-10-10,9,8,54,169,3249400
2025-10-11,24,24,49,124,2208580
2025-10-12,4,4,28,57,864490
2025-10-13,6,6,31,64,313940
2025-10-14,17,17,25,63,871900
2025-10-15,7,6,49,108,1436600
2025-10-16,6,6,75,170,2527800
2025-10-17,9,9,16,51,857236
2025-10-18,11,10,65,113,1854875
2025-10-19,11,9,61,108,1429890
2025-10-20,4,4,48,100,1350800
2025-10-21,16,14,77,177,2146800
2025-10-22,5,5,42,110,1421650
2025-10-23,13,13,64,134,1514700
2025-10-24,15,14,31,87,1616660
2025-10-25,14,12,69,159,2258300
2025-10-26,5,5,51,115,1040600
2025-10-27,8,8,37,75,1486960
2025-10-28,7,7,20,32,355260
2025-10-29,9,8,69,97,1379095
2025-10-30,6,5,58,76,1118700
2025-10-31,3,3,2,5,125400
2025-11-01,6,6,28,64,1043460
2025-11-02,7,6,74,129,1936440
2025-11-03,4,4,47,99,806300
2025-11-04,4,4,48,98,139785
2025-11-05,9,7,65,139,2051720
2025-11-06,5,5,70,139,1326600
2025-11-07,9,9,60,132,1831590
2025-11-08,8,7,56,102,1081520
2025-11-09,3,3,48,101,651200
2025-11-10,8,7,37,68,331100
2025-11-11,6,6,80,174,2067582
2025-11-12,7,6,81,202,1817200
2025-11-13,14,14,48,123,1877700
2025-11-14,11,11,52,110,1131460
