date_visit,n_stay,n_reserve,n_room,n_people,amount_fee
2025-08-07,64,58,73,283,4230572
2025-08-08,64,54,83,296,5737907
2025-08-09,62,56,89,302,6479333
2025-08-10,79,64,95,294,6306370
2025-08-11,70,66,99,309,6540301
2025-08-12,62,58,93,306,6495686
2025-08-13,62,59,106,321,7923310
2025-08-14,54,50,72,243,4893157
2025-08-15,58,57,103,285,5648854
2025-08-16,41,38,42,162,2239026
2025-08-17,38,35,53,178,2726202
2025-08-18,30,28,33,122,1791024
2025-08-19,15,15,20,76,982383
2025-08-20,14,12,54,114,1528960
2025-08-21,26,24,54,136,1813830
2025-08-22,42,41,50,169,2434729
2025-08-23,26,25,33,129,2046097
2025-08-24,26,24,42,137,2346903
2025-08-25,14,14,24,67,1111385
2025-08-26,16,15,19,56,789481
2025-08-27,11,10,11,32,426460
2025-08-28,17,14,16,46,535220
2025-08-29,36,35,51,160,2587309
2025-08-30,14,13,27,84,1402806
2025-08-31,5,5,25,37,400400
2025-09-01,8,8,10,19,425040
2025-09-02,9,8,10,21,344764
2025-09-03,9,9,11,24,375265
2025-09-04,12,11,19,42,597300
2025-09-05,16,16,28,91,1626733
2025-09-06,8,7,36,52,725861
2025-09-07,3,3,53,71,1051600
2025-09-08,8,8,11,18,264220
2025-09-09,9,9,16,27,417340
2025-09-10,10,9,49,77,1051380
2025-09-11,11,9,41,62,755700
2025-09-12,17,16,21,68,904838
2025-09-13,18,18,40,101,2041657
2025-09-14,9,8,38,74,1065061
2025-09-15,5,5,49,69,900900
2025-09-16,10,9,40,63,877416
2025-09-17,8,8,34,42,632198
2025-09-18,9,9,9,28,422430
2025-09-19,13,12,16,45,597763
2025-09-20,15,14,37,89,1440250
2025-09-21,5,5,57,108,1046650
2025-09-22,4,3,24,48,692450
2025-09-23,5,4,47,96,1402500
2025-09-24,9,8,85,159,2192686
2025-09-25,8,8,59,102,660880
2025-09-26,12,11,38,72,1237445
2025-09-27,17,16,67,127,1637280
2025-09-28,5,5,67,124,1783100
2025-09-29,10,8,10,30,420200
2025-09-30,5,5,10,27,359282
2025-10-01,6,4,71,142,1994300
2025-10-02,7,7,51,78,1121012
2025-10-03,14,14,74,218,3649400
2025-10-04,9,8,31,72,1120460
2025-10-05,5,5,51,105,874500
2025-10-06,6,5,29,63,932140
2025-10-07,6,6,35,71,1112435
2025-10-08,8,7,30,64,966350
2025-10-09,10,10,39,83,581900
2025-10-10,6,5,51,157,3115200
2025-10-11,20,20,47,112,1929070
2025-10-12,4,4,29,59,921250
2025-10-13,6,6,31,64,313940
2025-10-14,16,16,24,61,830100
2025-10-15,7,6,65,134,1822700
2025-10-16,6,6,74,170,2527800
2025-10-17,9,9,16,51,857236
2025-10-18,8,7,62,103,1710225
2025-10-19,11,9,60,108,1429890
2025-10-20,3,3,46,96,1276000
2025-10-21,15,13,60,145,1668300
2025-10-22,3,3,40,103,1313300
2025-10-23,13,13,64,130,1505900
2025-10-24,14,13,23,69,1199300
2025-10-25,12,10,65,151,2132900
2025-10-26,5,5,51,115,1040600
2025-10-27,8,8,37,75,1486960
2025-10-28,5,5,16,24,215120
2025-10-29,8,7,66,88,1319560
2025-10-30,6,5,58,76,1118700
2025-10-31,3,3,5,12,72600
2025-11-01,5,5,27,61,980760
2025-11-02,7,6,73,126,1840740
2025-11-03,3,3,47,96,750200
2025-11-04,4,4,48,98,139785
2025-11-05,8,6,64,135,2005520
