date_visit,n_stay,n_reserve,n_room,n_people,amount_fee
2025-07-12,23,22,29,76,961940
2025-07-13,9,8,47,59,693020
2025-07-14,20,20,54,80,1141256
2025-07-15,29,28,33,95,834888
2025-07-16,16,16,28,72,1098124
2025-07-17,16,16,19,73,769197
2025-07-18,50,39,48,134,2879160
2025-07-19,57,56,80,218,4138250
2025-07-20,32,28,83,223,3895052
2025-07-21,20,18,78,230,3207328
2025-07-22,17,16,21,68,1042536
2025-07-23,21,20,59,147,2055718
2025-07-24,28,27,56,181,2685870
2025-07-25,63,61,78,237,4163627
2025-07-26,37,35,71,223,3653535
2025-07-27,35,32,64,212,2893652
2025-07-28,28,27,37,140,1960887
2025-07-29,29,28,55,160,2392100
2025-07-30,22,19,82,208,3230598
2025-07-31,25,24,57,193,2724040
2025-08-01,54,47,76,299,4778916
2025-08-02,36,31,77,258,3893021
2025-08-03,17,12,42,123,2114605
2025-08-04,21,20,25,92,1274033
2025-08-05,24,22,28,122,1868957
2025-08-06,24,19,43,112,1540530
2025-08-07,39,38,44,192,2573870
2025-08-08,45,37,72,190,3667972
2025-08-09,48,42,82,227,4873493
2025-08-10,64,44,91,263,5539255
2025-08-11,37,32,79,221,4340440
2025-08-12,29,24,68,200,3504370
2025-08-13,38,36,78,228,4424986
2025-08-14,26,19,60,145,2697341
2025-08-15,27,24,86,211,3719738
2025-08-16,21,19,46,140,1837720
2025-08-17,13,12,45,132,1840410
2025-08-18,8,8,11,43,719088
2025-08-19,11,9,11,49,626560
2025-08-20,13,9,70,123,1622570
2025-08-21,8,8,60,112,1480300
2025-08-22,16,16,19,68,1033424
2025-08-23,14,13,36,118,1743742
2025-08-24,14,13,46,121,1857171
2025-08-25,7,6,14,40,686400
2025-08-26,7,7,9,27,391941
2025-08-27,6,4,42,89,1106880
2025-08-28,9,8,32,79,961030
2025-08-29,26,25,34,115,1806749
2025-08-30,7,6,40,84,1150288
2025-08-31,3,3,51,69,940500
2025-09-01,3,3,5,9,235840
2025-09-02,4,4,26,53,791764
2025-09-03,6,5,26,58,740300
2025-09-04,8,7,39,84,1097800
2025-09-05,5,5,33,70,551760
2025-09-06,4,3,32,71,1022586
2025-09-07,2,2,65,126,1164900
2025-09-08,2,2,5,6,71280
2025-09-09,4,4,26,51,721160
2025-09-10,7,6,48,105,1453100
2025-09-11,1,1,23,48,652300
2025-09-12,5,4,28,70,832788
2025-09-13,11,11,46,119,2021548
2025-09-14,4,3,30,71,1034371
2025-09-15,3,3,61,135,1797400
2025-09-16,3,2,23,46,654500
2025-09-17,3,3,42,92,1358396
2025-09-18,3,3,2,8,124150
2025-09-19,5,4,5,19,265100
2025-09-20,7,6,28,30,498630
2025-09-21,4,4,54,71,501380
2025-09-22,4,3,40,88,1236950
2025-09-23,3,3,62,133,1874400
2025-09-24,6,5,62,128,1705000
2025-09-25,3,3,8,20,143000
2025-09-26,3,3,8,33,646360
2025-09-27,6,6,22,53,772570
2025-09-28,2,2,29,84,1177000
2025-09-29,5,3,3,12,123200
2025-09-30,2,2,6,16,192082
2025-10-01,1,1,17,42,588500
2025-10-02,2,2,3,6,114400
2025-10-03,8,8,19,54,375250
2025-10-04,4,3,3,8,141460
2025-10-05,2,2,3,12,136400
2025-10-06,2,2,18,44,623700
2025-10-07,4,3,12,15,341280
2025-10-08,2,2,3,5,108900
2025-10-09,4,4,6,16,207900
2025-10-10,0,0,0,0,0
