date_visit,n_stay,n_reserve,n_room,n_people,amount_fee
2026-04-14,22,19,39,89,1224620
2026-04-15,23,19,64,124,1625000
2026-04-16,14,14,44,92,1284200
2026-04-17,25,25,42,99,1655230
2026-04-18,19,19,58,122,1652450
2026-04-19,17,16,48,72,1258000
2026-04-20,14,10,48,92,1275260
2026-04-21,13,13,51,128,1758200
2026-04-22,12,12,46,97,1320030
2026-04-23,15,14,27,67,1000976
2026-04-24,21,21,23,78,1196720
2026-04-25,19,19,48,97,1387280
2026-04-26,12,12,12,28,448800
2026-04-27,5,5,45,50,829912
2026-04-28,28,25,29,82,1156460
2026-04-29,46,45,47,134,1816770
2026-04-30,39,39,56,147,2025960
2026-05-01,55,53,77,184,4263860
2026-05-02,53,51,94,216,4507010
2026-05-03,55,55,88,208,5138841
2026-05-04,44,43,65,160,2889140
2026-05-05,14,13,43,69,837145
2026-05-06,11,10,42,83,1185900
2026-05-07,8,8,9,23,328680
2026-05-08,14,14,42,96,1763640
2026-05-09,15,15,40,96,1228040
2026-05-10,11,8,15,31,475718
2026-05-11,19,16,41,48,700430
2026-05-12,12,12,45,105,969640
2026-05-13,13,13,69,115,1740940
2026-05-14,24,21,48,94,1450545
2026-05-15,19,19,59,119,1642590
2026-05-16,19,14,101,202,3111254
2026-05-17,12,12,38,81,1211410
2026-05-18,11,11,29,60,895830
2026-05-19,12,11,45,81,738820
2026-05-20,7,6,29,52,751400
2026-05-21,14,14,17,49,771870
2026-05-22,22,20,73,190,3068030
2026-05-23,20,20,93,153,2097128
2026-05-24,17,13,48,71,815200
2026-05-25,6,5,50,57,753600
2026-05-26,7,7,60,98,1432300
2026-05-27,12,12,34,46,385430
2026-05-28,12,11,38,100,649660
2026-05-29,15,15,62,149,2154310
2026-05-30,11,11,52,46,531520
2026-05-31,6,6,32,62,912220
2026-06-01,9,9,29,98,1365320
2026-06-02,6,6,6,18,277200
2026-06-03,3,3,81,197,3051500
2026-06-04,11,11,51,99,1402500
2026-06-05,4,4,7,16,274120
2026-06-06,7,6,30,25,377630
2026-06-07,4,4,40,43,635950
2026-06-08,4,4,46,101,1564310
2026-06-09,3,2,26,50,606100
2026-06-10,7,6,66,124,563200
2026-06-11,5,5,64,111,933900
2026-06-12,8,8,25,69,1178500
2026-06-13,7,7,64,131,1202300
2026-06-14,6,6,41,82,544700
2026-06-15,3,3,23,36,509300
2026-06-16,2,2,18,44,655600
2026-06-17,4,3,43,91,79200
2026-06-18,7,7,62,129,668800
2026-06-19,1,1,1,2,41800
2026-06-20,6,5,45,62,270600
2026-06-21,2,2,57,84,553300
2026-06-22,5,5,21,51,722700
2026-06-23,2,2,19,35,515900
2026-06-24,6,5,65,87,481800
2026-06-25,6,6,42,85,609400
2026-06-26,2,2,2,6,90200
2026-06-27,6,5,52,107,414700
2026-06-28,2,2,38,74,437800
2026-06-29,1,1,20,38,16500
2026-06-30,2,2,21,40,58300
2026-07-01,5,4,65,115,360800
2026-07-02,2,2,57,112,404800
2026-07-03,4,4,30,71,121000
2026-07-04,5,4,65,110,306900
2026-07-05,2,2,57,112,404800
2026-07-06,5,4,18,38,527780
2026-07-07,1,1,18,34,35200
2026-07-08,2,2,44,26,299200
2026-07-09,8,8,23,49,679800
2026-07-10,12,12,42,114,681840
2026-07-11,4,3,44,81,330660
2026-07-12,2,2,38,74,446600
2026-07-13,5,5,44,89,931555
