date_visit,n_stay,n_reserve,n_room,n_people,amount_fee
2026-05-08,33,31,51,114,2122790
2026-05-09,22,22,27,110,1417640
2026-05-10,18,15,22,43,694168
2026-05-11,32,29,53,117,1620136
2026-05-12,17,16,46,138,1509740
2026-05-13,13,13,68,130,1955440
2026-05-14,29,25,53,106,1699145
2026-05-15,32,32,71,163,3074162
2026-05-16,23,18,76,178,2516848
2026-05-17,19,19,46,102,1502455
2026-05-18,24,23,41,137,1300960
2026-05-19,18,17,52,81,904720
2026-05-20,12,11,35,67,1025960
2026-05-21,20,20,24,70,1069070
2026-05-22,31,28,62,174,2824350
2026-05-23,22,22,96,180,2498408
2026-05-24,17,13,37,65,953800
2026-05-25,8,7,53,88,1240900
2026-05-26,12,12,62,111,1559860
2026-05-27,16,15,16,42,548230
2026-05-28,15,15,38,107,1340020
2026-05-29,18,18,28,74,1551187
2026-05-30,16,16,74,123,1876116
2026-05-31,8,8,20,42,612100
2026-06-01,9,9,30,70,988120
2026-06-02,8,8,8,24,371800
2026-06-03,6,6,84,204,3153800
2026-06-04,12,12,37,68,948200
2026-06-05,11,11,15,45,641730
2026-06-06,11,10,55,111,1466572
2026-06-07,8,7,29,43,666750
2026-06-08,6,6,45,111,1537085
2026-06-09,3,2,2,5,72600
2026-06-10,12,11,71,131,1120500
2026-06-11,8,8,66,126,1197900
2026-06-12,8,8,9,32,462610
2026-06-13,7,7,29,54,669240
2026-06-14,8,8,12,32,447752
2026-06-15,10,10,38,66,1049472
2026-06-16,6,6,22,54,790900
2026-06-17,8,7,28,56,214500
2026-06-18,8,8,30,65,392700
2026-06-19,16,16,21,93,1224500
2026-06-20,9,8,48,35,458700
2026-06-21,5,4,45,29,365200
2026-06-22,4,4,22,51,756800
2026-06-23,5,5,26,48,739420
2026-06-24,8,7,67,111,807400
2026-06-25,10,10,46,99,723600
2026-06-26,3,3,3,10,127600
2026-06-27,7,6,53,111,452100
2026-06-28,2,2,43,84,66000
2026-06-29,2,2,21,40,56100
2026-06-30,4,4,24,48,172700
2026-07-01,6,5,62,77,999900
2026-07-02,3,3,40,51,682000
2026-07-03,7,6,32,78,218460
2026-07-04,7,6,68,116,414920
2026-07-05,2,2,43,50,45100
2026-07-06,6,5,31,66,521400
2026-07-07,2,2,19,39,134200
2026-07-08,3,3,62,62,707900
2026-07-09,11,11,45,101,802800
2026-07-10,11,11,36,72,569200
2026-07-11,4,3,44,81,330660
2026-07-12,1,1,23,46,58300
2026-07-13,6,6,62,123,1316055
2026-07-14,5,4,4,9,138600
2026-07-15,9,8,66,103,1383800
2026-07-16,8,8,63,109,965580
2026-07-17,26,21,62,185,3657659
2026-07-18,33,32,48,169,2802794
2026-07-19,11,10,68,182,1381930
2026-07-20,9,9,79,181,2528275
2026-07-21,10,9,31,71,423570
2026-07-22,12,8,66,144,830880
2026-07-23,22,22,44,98,1267357
2026-07-24,25,24,44,120,2204796
2026-07-25,16,15,76,194,1110485
2026-07-26,8,8,51,84,474540
2026-07-27,16,15,37,100,1291890
2026-07-28,10,9,10,33,470690
2026-07-29,15,12,41,121,1477900
2026-07-30,19,19,39,115,1627150
2026-07-31,27,25,35,112,1528420
2026-08-01,28,19,39,113,960740
2026-08-02,14,14,55,141,1438060
2026-08-03,13,11,29,65,964610
2026-08-04,1,1,3,4,44600
2026-08-05,16,12,37,109,581460
2026-08-06,28,28,67,178,1966570
