date_visit,n_stay,n_reserve,n_room,n_people,amount_fee
2026-09-05,16,14,45,101,1554850
2026-09-06,14,14,29,56,874360
2026-09-07,12,12,53,103,1828860
2026-09-08,12,11,69,120,1835588
2026-09-09,15,11,52,103,1419200
2026-09-10,17,17,59,120,1767870
2026-09-11,32,32,76,176,3148450
2026-09-12,18,18,38,83,1114465
2026-09-13,9,9,31,57,1011670
2026-09-14,23,22,25,64,857430
2026-09-15,11,10,46,69,1118150
2026-09-16,12,12,30,59,976800
2026-09-17,16,14,26,51,819370
2026-09-18,52,51,76,208,4492718
2026-09-19,65,65,92,265,5446006
2026-09-20,74,68,91,242,5753277
2026-09-21,56,55,77,212,3524952
2026-09-22,14,14,16,42,683458
2026-09-23,11,11,11,29,466840
2026-09-24,22,20,22,56,795120
2026-09-25,29,28,39,114,1918520
2026-09-26,17,16,73,104,1455060
2026-09-27,10,10,52,78,1106600
2026-09-28,19,17,58,89,1265200
2026-09-29,9,9,37,67,882835
2026-09-30,19,17,67,187,2622170
2026-10-01,19,19,58,124,1891010
2026-10-02,22,22,28,83,1410640
2026-10-03,17,16,54,107,1685106
2026-10-04,10,10,45,121,1754720
2026-10-05,12,12,45,91,1376100
2026-10-06,10,10,58,83,1208480
2026-10-07,10,9,47,73,1058530
2026-10-08,22,22,61,111,1601120
2026-10-09,21,19,38,86,1925418
2026-10-10,20,19,62,110,1898140
2026-10-11,15,13,55,88,1397118
2026-10-12,20,17,35,95,1196830
2026-10-13,6,6,33,49,672100
2026-10-14,8,7,66,133,799700
2026-10-15,15,14,73,154,1471844
2026-10-16,36,34,88,193,3960220
2026-10-17,24,23,69,176,1502910
2026-10-18,20,19,73,172,1264420
2026-10-19,9,9,11,26,465120
2026-10-20,13,13,17,39,695070
2026-10-21,8,7,72,112,1375900
2026-10-22,20,19,58,109,1628147
2026-10-23,26,25,48,135,1608020
2026-10-24,15,14,59,148,1346620
2026-10-25,7,7,29,60,307920
2026-10-26,15,14,33,65,1023070
2026-10-27,20,20,56,95,1593050
2026-10-28,17,16,54,91,1532630
2026-10-29,12,12,35,62,819500
2026-10-30,13,13,15,51,967990
2026-10-31,15,15,17,51,875360
2026-11-01,3,3,21,44,862400
2026-11-02,8,8,48,90,717200
2026-11-03,10,10,46,101,1564200
2026-11-04,8,7,65,119,1153900
2026-11-05,13,13,78,156,1146200
2026-11-06,29,29,45,183,2799827
2026-11-07,22,20,59,112,1121396
2026-11-08,17,15,57,120,1361250
2026-11-09,11,11,48,94,1331440
2026-11-10,12,11,70,183,3060760
2026-11-11,16,14,45,103,1096700
2026-11-12,23,22,69,155,1303280
2026-11-13,23,23,69,166,2592290
2026-11-14,18,17,76,164,1401510
2026-11-15,16,15,59,95,1024600
2026-11-16,15,14,50,106,1632780
2026-11-17,18,18,74,186,1993750
2026-11-18,19,16,54,132,1981700
2026-11-19,17,17,48,111,1905140
2026-11-20,29,27,57,156,3968030
2026-11-21,17,16,74,175,2803130
2026-11-22,12,11,76,116,1049070
2026-11-23,9,8,47,99,340800
2026-11-24,7,7,52,107,1595660
2026-11-25,10,9,60,128,752950
2026-11-26,8,8,49,110,441540
2026-11-27,15,15,32,100,2166490
2026-11-28,8,7,74,151,1620208
2026-11-29,4,4,43,88,207900
2026-11-30,6,6,42,125,202400
2026-12-01,6,6,58,103,261470
2026-12-02,9,8,89,215,682550
2026-12-03,10,10,72,154,503800
2026-12-04,3,3,20,52,111540
