date_visit,n_stay,n_reserve,n_room,n_people,amount_fee
2026-04-28,33,31,35,95,1335780
2026-04-29,56,54,54,148,2029330
2026-04-30,59,56,72,194,2661350
2026-05-01,76,74,95,234,5432620
2026-05-02,65,64,111,293,5821226
2026-05-03,70,70,115,295,7086935
2026-05-04,74,72,97,289,5433078
2026-05-05,24,23,56,167,2202465
2026-05-06,14,13,45,89,1286400
2026-05-07,11,10,14,35,488680
2026-05-08,17,17,46,105,1872540
2026-05-09,20,20,39,104,1374340
2026-05-10,15,12,19,38,615968
2026-05-11,24,21,45,92,1333396
2026-05-12,14,14,44,139,1471240
2026-05-13,13,13,69,119,1798140
2026-05-14,29,25,54,105,1677145
2026-05-15,28,28,73,160,2955342
2026-05-16,19,14,80,200,3129954
2026-05-17,17,17,44,98,1451265
2026-05-18,17,16,34,71,1072600
2026-05-19,16,15,50,77,852720
2026-05-20,10,9,33,62,936860
2026-05-21,16,16,20,57,888670
2026-05-22,29,26,60,173,2810840
2026-05-23,23,23,97,181,2531408
2026-05-24,17,13,37,65,953800
2026-05-25,8,7,53,78,1097900
2026-05-26,8,8,61,106,1555500
2026-05-27,13,13,35,48,425030
2026-05-28,13,13,34,99,1161820
2026-05-29,14,14,23,61,1323410
2026-05-30,15,15,73,103,1463616
2026-05-31,7,7,33,63,919220
2026-06-01,11,11,32,72,1023220
2026-06-02,8,8,8,26,356400
2026-06-03,5,5,83,202,3118600
2026-06-04,12,12,53,101,1419500
2026-06-05,7,7,10,31,448790
2026-06-06,8,7,38,75,999182
2026-06-07,6,5,41,62,912050
2026-06-08,4,4,41,106,1455410
2026-06-09,3,2,2,5,72600
2026-06-10,11,10,70,127,1085300
2026-06-11,7,7,65,117,1054900
2026-06-12,10,10,27,76,1288390
2026-06-13,7,7,48,96,652300
2026-06-14,7,7,42,84,590900
2026-06-15,4,4,25,40,597300
2026-06-16,3,3,19,46,693000
2026-06-17,8,7,28,56,214500
2026-06-18,5,5,41,85,629200
2026-06-19,9,9,13,70,810700
2026-06-20,5,4,44,25,337700
2026-06-21,2,2,57,49,653400
2026-06-22,4,4,20,47,687500
2026-06-23,4,4,22,40,603900
2026-06-24,8,7,67,93,550000
2026-06-25,8,8,44,95,686200
2026-06-26,2,2,2,6,90200
2026-06-27,7,6,53,111,452100
2026-06-28,3,3,58,112,454300
2026-06-29,1,1,20,38,16500
2026-06-30,5,5,25,51,249920
2026-07-01,6,5,67,93,624800
2026-07-02,5,5,60,86,630300
2026-07-03,5,5,31,76,174460
2026-07-04,6,5,66,112,344520
2026-07-05,2,2,57,112,404800
2026-07-06,6,5,31,66,521400
2026-07-07,1,1,18,34,35200
2026-07-08,4,4,63,64,740900
2026-07-09,8,8,42,88,673200
2026-07-10,12,12,45,113,674910
2026-07-11,4,3,44,81,330660
2026-07-12,2,2,38,74,446600
2026-07-13,6,6,62,123,1316055
2026-07-14,4,3,3,9,117480
2026-07-15,5,4,47,58,776600
2026-07-16,6,6,60,98,796180
2026-07-17,20,15,56,161,3218649
2026-07-18,28,27,39,138,2395374
2026-07-19,11,10,82,207,1722710
2026-07-20,7,7,66,133,736120
2026-07-21,9,8,30,65,371210
2026-07-22,11,7,64,135,692280
2026-07-23,22,22,56,154,1526800
2026-07-24,22,21,39,105,1902956
2026-07-25,15,14,75,193,1081885
2026-07-26,9,9,66,148,862840
2026-07-27,13,12,34,89,1151090
