date_visit,n_stay,n_reserve,n_room,n_people,amount_fee
2026-01-24,12,11,36,85,1482228
2026-01-25,9,8,24,47,674080
2026-01-26,12,12,62,136,2002220
2026-01-27,8,8,30,62,940940
2026-01-28,7,7,40,79,955900
2026-01-29,15,15,49,110,1048300
2026-01-30,17,17,21,68,1345938
2026-01-31,14,14,38,71,1257025
2026-02-01,5,5,27,55,812900
2026-02-02,5,5,51,95,1219680
2026-02-03,7,7,10,32,528440
2026-02-04,8,7,15,29,517000
2026-02-05,20,17,52,107,1482470
2026-02-06,36,36,60,163,3103620
2026-02-07,19,18,65,120,1738517
2026-02-08,11,10,60,109,723580
2026-02-09,12,12,24,69,1733130
2026-02-10,7,7,56,90,1064800
2026-02-11,4,4,25,43,509960
2026-02-12,21,21,23,63,1175900
2026-02-13,20,20,20,64,1341054
2026-02-14,12,11,64,120,2102320
2026-02-15,14,13,76,125,1949200
2026-02-16,7,7,29,59,907720
2026-02-17,7,7,39,88,1275890
2026-02-18,4,4,6,12,182270
2026-02-19,12,12,65,104,1466300
2026-02-20,39,38,68,161,4281065
2026-02-21,39,39,61,252,5685042
2026-02-22,8,8,43,78,1252020
2026-02-23,8,7,49,84,1084380
2026-02-24,9,9,54,81,1153020
2026-02-25,6,6,9,45,705100
2026-02-26,12,12,21,72,1045000
2026-02-27,16,16,29,72,1733800
2026-02-28,15,14,52,82,1412510
2026-03-01,6,6,61,107,1364000
2026-03-02,8,8,72,166,1129700
2026-03-03,7,7,28,55,326180
2026-03-04,4,3,37,73,1062600
2026-03-05,9,9,83,151,1594340
2026-03-06,17,17,26,91,2011372
2026-03-07,14,13,58,97,791228
2026-03-08,7,7,63,94,1810600
2026-03-09,6,6,35,65,512600
2026-03-10,8,8,51,90,515680
2026-03-11,4,4,4,8,167420
2026-03-12,23,23,37,83,1309660
2026-03-13,19,19,65,161,3002989
2026-03-14,15,14,77,138,2978250
2026-03-15,5,5,44,36,578380
2026-03-16,3,3,25,47,174240
2026-03-17,5,4,46,94,745800
2026-03-18,8,6,28,67,921240
2026-03-19,47,44,87,213,3660570
2026-03-20,20,20,34,96,1876170
2026-03-21,13,12,34,46,740630
2026-03-22,9,9,51,48,735130
2026-03-23,10,9,31,75,1071400
2026-03-24,4,4,26,52,759550
2026-03-25,9,8,60,65,893832
2026-03-26,15,14,41,67,1119020
2026-03-27,19,19,26,79,1406680
2026-03-28,14,13,56,74,1077890
2026-03-29,2,2,24,25,333850
2026-03-30,9,9,9,20,359510
2026-03-31,1,1,1,2,37400
2026-04-01,4,3,35,70,341000
2026-04-02,3,3,43,83,575300
2026-04-03,4,4,22,41,759000
2026-04-04,7,5,28,57,234080
2026-04-05,7,5,28,60,225500
2026-04-06,6,5,57,111,938300
2026-04-07,1,1,40,78,462000
2026-04-08,3,3,49,96,1307900
2026-04-09,4,4,22,44,724460
2026-04-10,5,5,31,58,1058860
2026-04-11,7,7,78,159,2984740
2026-04-12,3,3,36,63,535700
2026-04-13,11,10,45,95,896500
2026-04-14,7,7,66,92,271700
2026-04-15,9,8,65,76,478500
2026-04-16,6,6,75,85,1250700
2026-04-17,4,4,23,12,141900
2026-04-18,5,5,84,140,887700
2026-04-19,4,4,71,74,728640
2026-04-20,5,4,69,94,204600
2026-04-21,5,5,62,108,919600
2026-04-22,5,5,64,63,288200
2026-04-23,7,7,59,55,765700
2026-04-24,2,2,2,5,123200
