date_visit,n_stay,n_reserve,n_room,n_people,amount_fee
2026-01-28,7,7,40,79,955900
2026-01-29,15,15,20,92,1238600
2026-01-30,15,15,19,62,1197013
2026-01-31,14,14,31,71,1257465
2026-02-01,4,4,24,52,758560
2026-02-02,5,5,47,95,1201780
2026-02-03,9,9,14,38,593340
2026-02-04,6,5,13,25,411400
2026-02-05,18,16,50,106,1435070
2026-02-06,37,37,60,171,3217700
2026-02-07,22,21,70,133,1924989
2026-02-08,12,11,61,83,1108580
2026-02-09,11,11,23,67,1708930
2026-02-10,8,8,52,93,1350580
2026-02-11,9,9,30,54,660660
2026-02-12,21,21,23,60,1148400
2026-02-13,22,22,22,66,1402654
2026-02-14,12,11,64,120,2102320
2026-02-15,15,14,77,127,1993200
2026-02-16,8,8,31,61,953920
2026-02-17,8,8,40,89,1302290
2026-02-18,6,6,8,16,290070
2026-02-19,13,13,66,104,1501500
2026-02-20,43,42,75,176,4647715
2026-02-21,43,43,65,273,6039352
2026-02-22,8,8,43,78,1252020
2026-02-23,7,6,48,81,993080
2026-02-24,9,9,54,80,1134320
2026-02-25,6,6,9,45,705100
2026-02-26,13,13,16,51,728200
2026-02-27,19,19,31,76,1820700
2026-02-28,18,17,55,90,1548910
2026-03-01,7,7,63,111,1403600
2026-03-02,9,9,73,173,1184600
2026-03-03,7,7,28,55,326180
2026-03-04,4,3,37,73,1062600
2026-03-05,9,9,83,151,1594340
2026-03-06,20,20,29,98,2148872
2026-03-07,13,12,58,102,916802
2026-03-08,7,7,63,94,1810600
2026-03-09,6,6,35,65,512600
2026-03-10,10,10,53,94,564080
2026-03-11,5,5,20,38,584320
2026-03-12,25,25,39,88,1421860
2026-03-13,22,22,71,179,3385789
2026-03-14,16,15,78,140,3015650
2026-03-15,6,6,45,38,615780
2026-03-16,4,4,27,54,312840
2026-03-17,6,5,47,99,844800
2026-03-18,7,5,27,57,853700
2026-03-19,48,45,88,215,3693570
2026-03-20,21,21,35,99,1925670
2026-03-21,14,13,35,50,797830
2026-03-22,9,9,51,48,735130
2026-03-23,11,10,32,83,1142350
2026-03-24,6,6,28,54,790900
2026-03-25,10,9,61,69,938602
2026-03-26,20,18,48,88,1473880
2026-03-27,24,24,40,118,1986160
2026-03-28,16,15,58,78,1150930
2026-03-29,2,2,24,25,333850
2026-03-30,9,9,9,20,359510
2026-03-31,1,1,1,2,37400
2026-04-01,4,3,35,70,341000
2026-04-02,3,3,43,83,575300
2026-04-03,4,4,22,41,759000
2026-04-04,8,6,30,60,304480
2026-04-05,7,5,28,60,225500
2026-04-06,7,6,62,121,1103300
2026-04-07,1,1,40,78,462000
2026-04-08,3,3,49,96,1307900
2026-04-09,5,5,24,48,803660
2026-04-10,6,6,32,61,1118260
2026-04-11,7,7,78,159,2984740
2026-04-12,3,3,36,63,535700
2026-04-13,11,10,45,95,896500
2026-04-14,7,7,66,92,271700
2026-04-15,9,8,65,76,478500
2026-04-16,6,6,70,75,1085700
2026-04-17,5,5,24,17,235400
2026-04-18,5,5,84,140,887700
2026-04-19,5,5,74,80,817200
2026-04-20,5,4,69,94,204600
2026-04-21,6,6,63,110,954800
2026-04-22,3,3,62,59,204600
2026-04-23,5,5,57,51,686500
2026-04-24,5,5,24,11,249700
2026-04-25,5,5,59,96,704000
2026-04-26,6,6,58,76,521400
2026-04-27,2,2,40,46,33000
2026-04-28,11,9,47,59,293700
