date_visit,n_stay,n_reserve,n_room,n_people,amount_fee
2026-05-21,25,25,29,85,1281370
2026-05-22,33,30,62,177,2864610
2026-05-23,25,25,92,191,2679028
2026-05-24,24,20,43,92,1328900
2026-05-25,8,7,45,93,1328900
2026-05-26,18,16,58,120,1752060
2026-05-27,19,18,21,57,764270
2026-05-28,17,17,24,85,982520
2026-05-29,26,24,35,91,1857207
2026-05-30,18,18,70,139,2115916
2026-05-31,11,11,21,47,680300
2026-06-01,12,12,34,76,1040800
2026-06-02,10,10,34,83,1307460
2026-06-03,6,6,84,204,3153800
2026-06-04,16,16,41,77,1107850
2026-06-05,15,15,19,66,897700
2026-06-06,11,10,58,115,1575692
2026-06-07,8,7,29,41,628250
2026-06-08,9,9,48,116,1627285
2026-06-09,3,2,2,5,72600
2026-06-10,10,10,49,87,1104000
2026-06-11,13,13,51,108,1450900
2026-06-12,15,15,19,69,901090
2026-06-13,12,12,34,74,925540
2026-06-14,9,9,13,36,489552
2026-06-15,11,11,39,68,1080492
2026-06-16,9,9,9,27,374000
2026-06-17,11,10,32,66,346500
2026-06-18,15,15,37,90,667700
2026-06-19,22,22,27,108,1509300
2026-06-20,17,16,60,70,1057540
2026-06-21,5,4,45,29,365200
2026-06-22,6,6,14,31,494340
2026-06-23,7,7,31,64,893420
2026-06-24,9,8,68,118,1091860
2026-06-25,13,13,60,148,856150
2026-06-26,4,4,4,16,177100
2026-06-27,9,8,73,149,993300
2026-06-28,3,3,44,56,83600
2026-06-29,4,4,36,44,454300
2026-06-30,4,4,24,40,174900
2026-07-01,7,6,63,78,1022890
2026-07-02,7,7,44,74,851400
2026-07-03,14,13,30,71,605220
2026-07-04,12,11,72,141,697648
2026-07-05,3,3,44,54,80300
2026-07-06,4,4,30,63,476300
2026-07-07,3,3,19,41,134200
2026-07-08,5,5,67,78,987850
2026-07-09,12,12,56,125,869790
2026-07-10,20,19,46,98,1139440
2026-07-11,9,8,54,128,1245706
2026-07-12,4,2,25,50,102300
2026-07-13,8,8,65,115,1415055
2026-07-14,8,7,8,18,261800
2026-07-15,9,8,66,103,1383800
2026-07-16,11,11,66,97,1173040
2026-07-17,24,19,45,154,3013279
2026-07-18,37,36,56,198,3304485
2026-07-19,18,15,66,130,1045902
2026-07-20,10,10,82,161,2678975
2026-07-21,12,11,33,54,467570
2026-07-22,14,10,70,133,932300
2026-07-23,26,25,49,118,1270932
2026-07-24,33,32,45,155,2433046
2026-07-25,18,17,79,204,1336885
2026-07-26,10,10,74,135,1048740
2026-07-27,16,15,37,100,1291890
2026-07-28,13,12,14,47,745844
2026-07-29,16,13,43,125,1477900
2026-07-30,24,24,42,129,1875420
2026-07-31,32,30,57,169,2748430
2026-08-01,29,20,43,125,1307900
2026-08-02,19,18,48,136,1500650
2026-08-03,12,11,29,72,1086970
2026-08-04,2,2,3,7,92000
2026-08-05,22,17,42,126,857450
2026-08-06,28,28,70,187,2106820
2026-08-07,19,19,45,137,2233588
2026-08-08,27,21,42,128,1884190
2026-08-09,23,18,45,135,2461008
2026-08-10,13,12,67,179,3406368
2026-08-11,30,24,52,170,2920203
2026-08-12,24,21,70,195,3648040
2026-08-13,20,17,58,164,2033870
2026-08-14,4,4,29,72,762190
2026-08-15,6,6,6,26,324670
2026-08-16,2,1,1,8,57200
2026-08-17,0,0,1,8,57200
2026-08-18,4,4,4,14,200200
2026-08-19,3,3,20,38,443900
