date_visit,n_stay,n_reserve,n_room,n_people,amount_fee
2025-09-18,23,21,21,55,817055
2025-09-19,53,50,59,163,2318635
2025-09-20,42,40,71,169,2576239
2025-09-21,12,12,43,102,1557930
2025-09-22,19,19,23,47,799938
2025-09-23,21,20,29,74,820794
2025-09-24,17,16,60,122,1749936
2025-09-25,26,26,51,123,1786280
2025-09-26,27,26,57,145,2394403
2025-09-27,28,28,66,152,2087290
2025-09-28,17,17,56,105,1671230
2025-09-29,15,13,26,54,767030
2025-09-30,19,18,27,62,908072
2025-10-01,7,6,40,65,976360
2025-10-02,15,15,37,62,855374
2025-10-03,11,11,62,208,3767100
2025-10-04,24,23,45,104,1541048
2025-10-05,12,12,43,90,1375330
2025-10-06,20,19,32,65,1092205
2025-10-07,18,17,30,64,974655
2025-10-08,18,17,25,48,892760
2025-10-09,18,18,24,63,929280
2025-10-10,24,23,51,173,3264613
2025-10-11,52,52,90,241,4947008
2025-10-12,13,13,43,99,1601474
2025-10-13,11,9,15,42,580140
2025-10-14,21,21,26,71,1226540
2025-10-15,7,7,45,102,1363065
2025-10-16,12,11,58,140,2107160
2025-10-17,25,25,38,122,2090435
2025-10-18,22,21,81,167,3110206
2025-10-19,21,20,75,161,2221230
2025-10-20,13,13,55,114,1666060
2025-10-21,20,18,60,122,1804255
2025-10-22,9,9,42,110,1501950
2025-10-23,25,25,76,167,2065020
2025-10-24,27,26,43,128,2426315
2025-10-25,19,16,40,82,1271380
2025-10-26,11,11,64,144,1496470
2025-10-27,11,11,56,114,1541740
2025-10-28,12,12,32,68,585560
2025-10-29,13,11,57,91,1327153
2025-10-30,10,8,63,96,1460800
2025-10-31,14,14,47,99,2210560
2025-11-01,25,25,37,124,2475510
2025-11-02,14,13,86,176,2370885
2025-11-03,8,8,70,145,1406338
2025-11-04,16,16,74,150,812545
2025-11-05,13,11,71,130,2014100
2025-11-06,9,9,79,140,2114420
2025-11-07,26,26,86,196,4178068
2025-11-08,18,17,74,179,2341998
2025-11-09,12,11,79,170,1686000
2025-11-10,19,16,55,105,1057220
2025-11-11,13,13,78,155,1949882
2025-11-12,13,12,90,227,2921160
2025-11-13,23,23,63,128,2156055
2025-11-14,30,29,79,203,3150840
2025-11-15,13,13,79,160,2919030
2025-11-16,11,11,68,177,1608400
2025-11-17,19,16,78,133,2033900
2025-11-18,6,6,66,115,1080200
2025-11-19,16,15,58,132,1987700
2025-11-20,23,22,73,157,2158200
2025-11-21,36,36,77,172,3676838
2025-11-22,21,21,73,175,2846250
2025-11-23,17,16,80,101,1094720
2025-11-24,6,5,82,158,2241484
2025-11-25,5,5,73,134,844800
2025-11-26,10,10,60,113,1438580
2025-11-27,13,11,83,151,1788380
2025-11-28,13,12,52,158,3037320
2025-11-29,11,10,97,221,2491170
2025-11-30,9,9,64,134,1041700
2025-12-01,9,7,56,132,721600
2025-12-02,10,10,80,148,1502930
2025-12-03,7,5,64,136,1860100
2025-12-04,7,6,68,149,2090220
2025-12-05,18,18,48,139,1549460
2025-12-06,6,5,75,119,1356300
2025-12-07,3,3,65,135,1305700
2025-12-08,5,4,44,57,763400
2025-12-09,3,3,52,97,716100
2025-12-10,5,4,75,108,1492700
2025-12-11,7,7,66,89,1229800
2025-12-12,6,6,32,36,759000
2025-12-13,7,6,65,148,1551440
2025-12-14,4,4,68,98,823900
2025-12-15,6,5,66,135,672100
2025-12-16,2,2,64,97,656700
2025-12-17,5,4,67,94,738100
