date_visit,n_stay,n_reserve,n_room,n_people,amount_fee
2025-09-22,21,21,27,55,918078
2025-09-23,24,23,36,100,1185472
2025-09-24,16,15,59,120,1716936
2025-09-25,26,26,52,121,1786280
2025-09-26,27,26,57,138,2271478
2025-09-27,28,28,66,150,2084650
2025-09-28,16,16,55,106,1638890
2025-09-29,16,14,27,56,800470
2025-09-30,20,19,26,62,941072
2025-10-01,10,9,43,73,1091860
2025-10-02,15,15,37,62,855374
2025-10-03,13,13,64,203,3741580
2025-10-04,25,24,46,107,1610348
2025-10-05,13,13,44,98,1454530
2025-10-06,28,27,41,88,1297463
2025-10-07,19,18,31,66,1004355
2025-10-08,18,17,25,48,892760
2025-10-09,20,20,26,66,971480
2025-10-10,29,28,57,189,3683383
2025-10-11,54,54,95,262,5254491
2025-10-12,14,14,43,101,1621274
2025-10-13,15,13,21,53,741510
2025-10-14,22,22,27,73,1261740
2025-10-15,8,8,46,107,1436215
2025-10-16,12,11,58,139,2086480
2025-10-17,29,29,47,139,2347185
2025-10-18,24,23,85,172,3212836
2025-10-19,23,22,78,148,2016740
2025-10-20,15,15,57,102,1513160
2025-10-21,21,19,61,124,1839455
2025-10-22,9,9,42,110,1501950
2025-10-23,24,24,53,122,2033230
2025-10-24,30,29,47,136,2619915
2025-10-25,21,18,43,92,1428680
2025-10-26,11,11,42,102,1517370
2025-10-27,11,11,56,114,1541740
2025-10-28,14,14,34,72,660360
2025-10-29,14,12,58,94,1376653
2025-10-30,10,8,63,96,1460800
2025-10-31,15,15,47,104,2310220
2025-11-01,30,30,41,137,2756010
2025-11-02,14,13,86,172,2353285
2025-11-03,8,8,70,145,1406338
2025-11-04,16,16,74,150,812545
2025-11-05,15,13,78,143,2167330
2025-11-06,9,9,79,140,2154020
2025-11-07,24,24,84,192,4071368
2025-11-08,19,18,75,182,2386548
2025-11-09,13,12,81,178,1811840
2025-11-10,24,21,62,107,1271720
2025-11-11,14,14,79,153,1999382
2025-11-12,13,12,90,227,2921160
2025-11-13,24,24,63,101,1754995
2025-11-14,41,40,92,246,4179340
2025-11-15,13,13,97,206,2879430
2025-11-16,12,12,69,179,1665600
2025-11-17,20,17,80,135,2073500
2025-11-18,10,10,72,130,1391720
2025-11-19,17,16,76,176,1961300
2025-11-20,22,21,73,153,2202200
2025-11-21,38,38,79,178,3838978
2025-11-22,23,23,102,252,3541890
2025-11-23,17,16,80,101,1094720
2025-11-24,6,5,82,158,2241484
2025-11-25,5,5,73,135,859100
2025-11-26,11,11,79,161,1445180
2025-11-27,14,12,84,153,1820060
2025-11-28,15,14,55,165,3179440
2025-11-29,8,7,85,173,1942050
2025-11-30,9,9,64,134,1041700
2025-12-01,9,7,56,132,721600
2025-12-02,10,10,80,148,1502930
2025-12-03,7,5,64,136,1860100
2025-12-04,7,6,68,149,2090220
2025-12-05,20,20,50,143,1655060
2025-12-06,7,6,76,121,1395900
2025-12-07,3,3,65,135,1305700
2025-12-08,6,5,63,105,770000
2025-12-09,4,4,71,145,722700
2025-12-10,6,5,76,110,1538900
2025-12-11,8,8,67,92,1279300
2025-12-12,6,6,32,36,759000
2025-12-13,7,6,65,148,1551440
2025-12-14,4,4,68,98,823900
2025-12-15,6,5,66,135,672100
2025-12-16,2,2,64,97,656700
2025-12-17,6,5,68,98,773300
2025-12-18,5,5,69,140,788700
2025-12-19,4,4,25,53,185900
2025-12-20,5,4,67,138,689700
2025-12-21,7,7,73,158,1084380
