date_visit,n_stay,n_reserve,n_room,n_people,amount_fee
2026-01-30,15,15,19,62,1197013
2026-01-31,14,14,31,71,1257465
2026-02-01,4,4,24,52,758560
2026-02-02,6,6,48,96,1228180
2026-02-03,9,9,14,38,593340
2026-02-04,6,5,13,25,411400
2026-02-05,18,16,50,106,1435070
2026-02-06,37,37,60,171,3217700
2026-02-07,22,21,65,126,1829509
2026-02-08,12,11,41,73,966080
2026-02-09,11,11,23,67,1708930
2026-02-10,8,8,52,93,1350580
2026-02-11,9,9,30,54,660660
2026-02-12,22,22,24,64,1194600
2026-02-13,22,22,22,66,1402654
2026-02-14,12,11,64,120,2102320
2026-02-15,16,15,81,131,2166320
2026-02-16,9,9,33,75,1160060
2026-02-17,8,8,40,89,1302290
2026-02-18,7,7,9,20,364870
2026-02-19,14,14,67,133,1852400
2026-02-20,45,44,77,184,4816015
2026-02-21,45,45,68,280,6221732
2026-02-22,8,8,43,87,1513600
2026-02-23,6,5,26,44,620620
2026-02-24,10,10,55,82,1189320
2026-02-25,6,6,9,45,705100
2026-02-26,14,14,17,53,767800
2026-02-27,19,19,31,76,1820700
2026-02-28,18,17,55,91,1567610
2026-03-01,9,9,65,114,1439900
2026-03-02,9,9,73,154,1471040
2026-03-03,6,6,6,13,309680
2026-03-04,4,3,37,73,1062600
2026-03-05,9,9,83,168,1818740
2026-03-06,20,20,29,98,2148872
2026-03-07,13,12,58,102,916802
2026-03-08,7,7,63,94,1810600
2026-03-09,6,6,35,65,512600
2026-03-10,10,10,53,98,618640
2026-03-11,6,6,20,40,630520
2026-03-12,24,24,38,86,1369060
2026-03-13,22,22,71,179,3385789
2026-03-14,16,15,78,140,3015650
2026-03-15,6,6,45,55,840180
2026-03-16,5,5,27,59,411840
2026-03-17,6,5,47,77,1090320
2026-03-18,7,5,27,57,853700
2026-03-19,48,45,88,215,3693570
2026-03-20,21,21,35,99,1925670
2026-03-21,14,13,35,50,797830
2026-03-22,9,9,51,57,853930
2026-03-23,11,10,32,83,1142350
2026-03-24,8,8,47,90,1289200
2026-03-25,10,9,61,71,965882
2026-03-26,20,18,48,88,1473880
2026-03-27,24,24,40,118,1986160
2026-03-28,18,17,58,107,1612490
2026-03-29,2,2,24,25,333850
2026-03-30,10,10,15,32,502070
2026-03-31,1,1,1,2,37400
2026-04-01,4,3,35,70,341000
2026-04-02,4,4,44,88,638220
2026-04-03,4,4,22,41,759000
2026-04-04,8,6,30,60,304480
2026-04-05,7,5,27,58,225500
2026-04-06,7,6,62,121,1103300
2026-04-07,1,1,40,78,462000
2026-04-08,3,3,49,96,1307900
2026-04-09,5,5,24,48,803660
2026-04-10,6,6,32,61,1118260
2026-04-11,6,6,61,117,2352240
2026-04-12,3,3,36,63,535700
2026-04-13,11,10,45,95,896500
2026-04-14,7,7,66,92,271700
2026-04-15,9,8,65,76,478500
2026-04-16,6,6,70,75,1085700
2026-04-17,5,5,24,17,235400
2026-04-18,5,5,84,140,887700
2026-04-19,5,5,74,80,817200
2026-04-20,5,4,69,94,204600
2026-04-21,7,7,63,113,1007600
2026-04-22,4,4,62,61,237600
2026-04-23,5,5,57,51,686500
2026-04-24,5,5,24,11,249700
2026-04-25,5,5,59,96,704000
2026-04-26,6,6,58,76,521400
2026-04-27,2,2,40,46,33000
2026-04-28,11,9,47,59,293700
2026-04-29,9,9,64,108,965360
2026-04-30,7,7,61,91,652300
