date_visit,n_stay,n_reserve,n_room,n_people,amount_fee
2025-08-02,69,58,92,357,6362014
2025-08-03,44,40,63,236,3969029
2025-08-04,45,41,56,176,2470991
2025-08-05,42,38,48,181,2633435
2025-08-06,43,39,54,160,2257477
2025-08-07,53,51,63,245,3773942
2025-08-08,57,50,90,268,5330107
2025-08-09,63,57,97,286,6325663
2025-08-10,81,66,97,309,6640330
2025-08-11,71,67,97,306,6454831
2025-08-12,54,50,83,277,5861976
2025-08-13,54,52,99,297,7346902
2025-08-14,53,48,66,228,4676567
2025-08-15,50,49,95,260,5282774
2025-08-16,41,38,42,167,2260806
2025-08-17,32,29,45,163,2468912
2025-08-18,21,19,24,92,1395766
2025-08-19,14,14,19,70,916163
2025-08-20,18,14,76,163,2126920
2025-08-21,20,19,71,165,2152520
2025-08-22,41,40,48,165,2387759
2025-08-23,27,25,31,109,1538544
2025-08-24,23,21,38,127,2227421
2025-08-25,11,11,21,58,966460
2025-08-26,12,12,14,43,545061
2025-08-27,10,9,26,58,791620
2025-08-28,15,13,14,44,533020
2025-08-29,35,34,48,154,2553209
2025-08-30,11,10,20,59,1135726
2025-08-31,5,5,31,35,400400
2025-09-01,7,7,11,23,429880
2025-09-02,7,6,8,18,302264
2025-09-03,8,8,10,22,352165
2025-09-04,12,11,19,42,597300
2025-09-05,14,14,20,75,1355835
2025-09-06,8,7,35,52,725861
2025-09-07,3,3,53,71,1051600
2025-09-08,5,5,7,11,149380
2025-09-09,9,9,15,25,388080
2025-09-10,9,8,47,73,1009580
2025-09-11,17,15,32,58,716100
2025-09-12,17,15,39,107,1344838
2025-09-13,17,17,61,147,2605297
2025-09-14,7,6,34,64,894231
2025-09-15,3,3,45,60,842600
2025-09-16,9,8,39,61,848816
2025-09-17,5,5,32,34,530998
2025-09-18,8,8,8,24,387230
2025-09-19,12,11,11,37,564025
2025-09-20,11,10,36,79,1279650
2025-09-21,4,4,54,105,987580
2025-09-22,4,3,24,48,692450
2025-09-23,2,2,45,91,1285900
2025-09-24,8,7,71,142,1930886
2025-09-25,7,7,58,125,921580
2025-09-26,11,10,37,70,1184645
2025-09-27,12,11,57,100,1274390
2025-09-28,6,6,64,119,1797400
2025-09-29,10,8,9,30,420200
2025-09-30,4,4,8,23,288882
2025-10-01,6,4,71,142,1994300
2025-10-02,6,6,49,73,1036312
2025-10-03,10,10,70,205,3382650
2025-10-04,9,7,30,70,1072060
2025-10-05,5,5,49,107,906400
2025-10-06,6,5,28,63,932140
2025-10-07,6,6,35,71,1112435
2025-10-08,7,6,29,62,931150
2025-10-09,11,11,40,85,619300
2025-10-10,6,5,51,157,3115200
2025-10-11,18,18,44,104,1793220
2025-10-12,3,3,28,57,886050
2025-10-13,5,5,30,62,278740
2025-10-14,16,16,24,61,830100
2025-10-15,7,6,65,134,1822700
2025-10-16,5,5,74,168,2488200
2025-10-17,9,9,16,51,857236
2025-10-18,7,6,57,86,1453925
2025-10-19,10,8,58,98,1315490
2025-10-20,4,4,46,98,1317800
2025-10-21,13,11,53,125,1384900
2025-10-22,3,3,40,103,1313300
2025-10-23,13,13,64,130,1508100
2025-10-24,10,10,19,58,979660
2025-10-25,10,8,63,145,2014100
2025-10-26,5,5,51,115,1040600
2025-10-27,8,8,37,75,1486960
2025-10-28,5,5,16,24,215120
2025-10-29,7,6,62,84,1240800
2025-10-30,6,5,58,76,1118700
2025-10-31,3,3,5,12,72600
