date_visit,n_stay,n_reserve,n_room,n_people,amount_fee
2026-02-16,11,11,35,78,1210660
2026-02-17,13,13,34,76,1188910
2026-02-18,13,13,15,35,653730
2026-02-19,16,16,60,119,1666900
2026-02-20,53,52,85,214,5091455
2026-02-21,62,62,82,307,6351664
2026-02-22,16,16,55,123,2103280
2026-02-23,13,12,33,61,860860
2026-02-24,14,14,59,87,1213360
2026-02-25,9,9,12,51,820600
2026-02-26,20,20,21,57,877800
2026-02-27,27,27,43,102,2270476
2026-02-28,26,25,63,107,1824930
2026-03-01,8,8,51,82,784300
2026-03-02,10,10,56,123,1709740
2026-03-03,12,12,12,27,518680
2026-03-04,10,9,56,113,1685200
2026-03-05,12,12,86,169,1846972
2026-03-06,18,18,27,102,2003430
2026-03-07,16,15,61,111,1021522
2026-03-08,13,13,65,116,2538800
2026-03-09,6,6,7,19,261800
2026-03-10,14,14,58,125,970860
2026-03-11,6,6,21,40,608520
2026-03-12,35,35,49,126,1817860
2026-03-13,25,25,74,188,3549689
2026-03-14,23,22,86,175,3509634
2026-03-15,9,9,48,68,1023440
2026-03-16,10,10,40,88,1164240
2026-03-17,10,9,51,89,1266540
2026-03-18,17,13,35,82,1188050
2026-03-19,67,62,92,246,3994220
2026-03-20,39,39,68,211,3733498
2026-03-21,21,20,42,71,1088230
2026-03-22,12,12,54,69,1022560
2026-03-23,17,16,39,106,1449250
2026-03-24,9,9,49,97,1370270
2026-03-25,17,15,68,100,1334672
2026-03-26,29,26,59,115,1850050
2026-03-27,31,31,50,147,2552020
2026-03-28,29,28,76,162,2331190
2026-03-29,4,4,28,34,420750
2026-03-30,13,13,18,42,676310
2026-03-31,1,1,1,2,37400
2026-04-01,4,3,35,34,426800
2026-04-02,8,8,48,71,960520
2026-04-03,7,7,26,62,1040743
2026-04-04,12,8,33,76,449570
2026-04-05,7,5,29,64,254100
2026-04-06,8,7,80,121,1667600
2026-04-07,3,3,42,48,616000
2026-04-08,3,3,37,74,1014200
2026-04-09,6,6,10,26,432740
2026-04-10,6,6,32,61,1128600
2026-04-11,7,7,62,123,2436170
2026-04-12,3,3,36,65,909700
2026-04-13,13,12,63,129,1375000
2026-04-14,9,9,70,101,436370
2026-04-15,10,9,66,82,524700
2026-04-16,7,7,71,84,1227600
2026-04-17,8,8,29,28,466400
2026-04-18,4,4,65,92,214500
2026-04-19,5,5,74,80,817200
2026-04-20,10,6,71,98,275000
2026-04-21,7,7,67,135,1090100
2026-04-22,4,4,64,65,270600
2026-04-23,9,8,63,67,919136
2026-04-24,5,5,25,15,293700
2026-04-25,8,8,66,111,957000
2026-04-26,11,11,64,90,770000
2026-04-27,4,4,61,86,728580
2026-04-28,11,9,47,59,280500
2026-04-29,13,13,68,127,1197560
2026-04-30,12,12,66,109,861300
2026-05-01,19,16,70,91,1080410
2026-05-02,17,17,81,144,2316050
2026-05-03,21,19,77,118,1750350
2026-05-04,9,8,69,110,424930
2026-05-05,3,3,60,72,354750
2026-05-06,5,5,74,113,474650
2026-05-07,6,5,64,92,99000
2026-05-08,3,3,61,83,101970
2026-05-09,7,7,64,113,876700
2026-05-10,8,8,65,93,734250
2026-05-11,7,6,67,59,247830
2026-05-12,5,5,46,24,282700
2026-05-13,6,6,66,77,464620
2026-05-14,11,11,67,81,1142185
2026-05-15,9,9,62,86,589600
2026-05-16,8,8,118,234,2520676
2026-05-17,7,7,67,105,925320
