date_visit,n_stay,n_reserve,n_room,n_people,amount_fee
2026-01-27,8,8,30,62,940940
2026-01-28,7,7,40,79,955900
2026-01-29,14,14,44,108,1015300
2026-01-30,17,17,21,66,1295338
2026-01-31,15,15,32,73,1307625
2026-02-01,5,5,27,55,812900
2026-02-02,6,6,52,99,1294480
2026-02-03,8,8,13,36,569140
2026-02-04,7,6,14,27,464200
2026-02-05,18,16,51,106,1472470
2026-02-06,36,36,59,162,3093620
2026-02-07,22,21,70,131,1897709
2026-02-08,11,10,60,109,723580
2026-02-09,11,11,23,67,1708930
2026-02-10,8,8,57,92,1089000
2026-02-11,7,7,28,48,588060
2026-02-12,22,22,24,65,1200100
2026-02-13,22,22,22,66,1402654
2026-02-14,12,11,64,120,2102320
2026-02-15,15,14,77,127,1993200
2026-02-16,7,7,29,59,907720
2026-02-17,8,8,40,89,1302290
2026-02-18,5,5,7,14,235070
2026-02-19,13,13,66,105,1478400
2026-02-20,42,41,71,170,4537165
2026-02-21,40,40,62,256,5756102
2026-02-22,8,8,43,78,1252020
2026-02-23,7,6,48,82,1018380
2026-02-24,9,9,54,81,1153020
2026-02-25,6,6,9,45,705100
2026-02-26,14,14,23,78,1105500
2026-02-27,17,17,30,74,1766800
2026-02-28,16,15,53,84,1436710
2026-03-01,6,6,61,107,1364000
2026-03-02,9,9,73,173,1184600
2026-03-03,7,7,28,55,326180
2026-03-04,4,3,37,73,1062600
2026-03-05,9,9,83,151,1594340
2026-03-06,19,19,28,96,2093872
2026-03-07,14,13,58,97,791228
2026-03-08,7,7,63,94,1810600
2026-03-09,6,6,35,65,512600
2026-03-10,10,10,52,94,564080
2026-03-11,4,4,4,8,167420
2026-03-12,23,23,37,83,1309660
2026-03-13,18,18,64,159,2961409
2026-03-14,15,14,77,138,2978250
2026-03-15,6,6,45,38,615780
2026-03-16,3,3,25,47,174240
2026-03-17,6,5,47,99,844800
2026-03-18,7,5,27,61,855900
2026-03-19,48,45,88,215,3693570
2026-03-20,20,20,34,96,1876170
2026-03-21,14,13,35,50,797830
2026-03-22,9,9,51,48,735130
2026-03-23,11,10,32,83,1142350
2026-03-24,5,5,27,52,766700
2026-03-25,10,9,61,69,938602
2026-03-26,17,16,43,73,1187990
2026-03-27,22,22,32,93,1600720
2026-03-28,15,14,57,75,1089990
2026-03-29,2,2,24,25,333850
2026-03-30,9,9,9,20,359510
2026-03-31,1,1,1,2,37400
2026-04-01,4,3,35,70,341000
2026-04-02,3,3,43,83,575300
2026-04-03,4,4,22,41,759000
2026-04-04,7,5,28,57,234080
2026-04-05,7,5,28,60,225500
2026-04-06,6,5,57,111,938300
2026-04-07,1,1,40,78,462000
2026-04-08,3,3,49,96,1307900
2026-04-09,4,4,22,44,724460
2026-04-10,5,5,31,58,1058860
2026-04-11,7,7,78,159,2984740
2026-04-12,3,3,36,63,535700
2026-04-13,11,10,45,95,896500
2026-04-14,7,7,66,92,271700
2026-04-15,9,8,65,76,478500
2026-04-16,6,6,75,85,1250700
2026-04-17,5,5,24,17,235400
2026-04-18,5,5,84,140,887700
2026-04-19,5,5,74,80,817200
2026-04-20,5,4,69,94,204600
2026-04-21,6,6,63,110,954800
2026-04-22,3,3,62,59,204600
2026-04-23,7,7,59,55,765700
2026-04-24,5,5,24,11,249700
2026-04-25,5,5,59,96,704000
2026-04-26,5,5,38,36,521400
2026-04-27,0,0,0,0,0
