date_visit,n_stay,n_reserve,n_room,n_people,amount_fee
2025-10-18,36,35,108,241,4619346
2025-10-19,30,29,84,197,2898190
2025-10-20,18,17,36,82,1244980
2025-10-21,23,21,61,128,1978675
2025-10-22,12,12,14,35,485020
2025-10-23,37,36,60,147,2303260
2025-10-24,47,45,64,182,3627495
2025-10-25,37,34,74,168,2577724
2025-10-26,24,24,56,136,2124998
2025-10-27,23,23,51,106,1558350
2025-10-28,20,20,35,76,989040
2025-10-29,25,23,61,108,1573553
2025-10-30,10,9,61,93,1404260
2025-10-31,30,30,37,107,2334922
2025-11-01,48,48,63,193,3984270
2025-11-02,13,13,34,92,1229085
2025-11-03,21,21,45,103,1600928
2025-11-04,25,25,84,165,1704095
2025-11-05,19,18,51,105,1714020
2025-11-06,13,13,56,107,1753620
2025-11-07,29,29,98,215,5305788
2025-11-08,30,29,90,196,2599618
2025-11-09,20,18,82,155,1963060
2025-11-10,40,37,80,160,2337620
2025-11-11,23,23,69,141,2094042
2025-11-12,13,12,90,229,3543760
2025-11-13,35,35,77,135,2391895
2025-11-14,48,47,102,238,4429930
2025-11-15,23,22,109,240,3565400
2025-11-16,19,19,93,219,3710500
2025-11-17,29,26,52,83,1406020
2025-11-18,20,20,48,82,1379180
2025-11-19,26,25,89,212,3089730
2025-11-20,29,28,79,144,2114200
2025-11-21,44,44,88,204,4466088
2025-11-22,35,35,104,268,4993162
2025-11-23,22,21,76,110,2023472
2025-11-24,7,6,85,160,2281084
2025-11-25,11,11,85,163,1394775
2025-11-26,13,13,63,138,1258180
2025-11-27,14,12,85,111,1609080
2025-11-28,21,20,56,154,3121580
2025-11-29,8,7,85,141,2096050
2025-11-30,7,7,65,132,1075140
2025-12-01,13,11,61,111,994400
2025-12-02,9,9,79,150,1632730
2025-12-03,12,10,73,131,2029480
2025-12-04,12,11,72,124,1772540
2025-12-05,33,33,89,244,4357540
2025-12-06,10,9,88,128,1747900
2025-12-07,7,7,75,124,1277100
2025-12-08,8,7,68,122,1031140
2025-12-09,5,5,72,140,784300
2025-12-10,7,6,77,129,1765500
2025-12-11,12,12,71,113,1653300
2025-12-12,25,25,54,101,2257019
2025-12-13,9,8,52,93,1334740
2025-12-14,6,6,70,109,1463440
2025-12-15,8,7,68,139,757900
2025-12-16,3,3,65,103,1233540
2025-12-17,7,6,69,108,916300
2025-12-18,7,7,71,144,876700
2025-12-19,11,11,53,115,986700
2025-12-20,6,5,68,139,742500
2025-12-21,7,7,72,158,1038180
2025-12-22,5,5,65,113,312400
2025-12-23,5,5,68,139,152900
2025-12-24,5,4,63,140,671000
2025-12-25,7,6,68,145,1246960
2025-12-26,26,15,78,145,1545610
2025-12-27,16,15,79,139,1472680
2025-12-28,14,12,76,139,1875500
2025-12-29,7,7,69,161,1470700
2025-12-30,20,18,79,121,1893980
2025-12-31,21,18,106,218,3335900
2026-01-01,19,16,83,171,2210120
2026-01-02,7,7,80,191,1749000
2026-01-03,10,9,64,130,2245100
2026-01-04,2,2,36,92,1328800
2026-01-05,4,4,66,146,145440
2026-01-06,3,3,63,135,39600
2026-01-07,4,3,66,131,650100
2026-01-08,2,2,43,92,1238600
2026-01-09,11,11,11,34,806300
2026-01-10,8,8,37,84,662640
2026-01-11,3,3,61,137,547800
2026-01-12,5,5,68,136,586080
2026-01-13,3,3,54,102,850300
2026-01-14,0,0,0,0,0
2026-01-15,0,0,0,0,0
2026-01-16,0,0,0,0,0
