date_visit,n_stay,n_reserve,n_room,n_people,amount_fee
2026-03-22,22,22,62,137,1872412
2026-03-23,27,27,31,98,1300452
2026-03-24,23,23,42,89,1271710
2026-03-25,26,25,68,167,2284195
2026-03-26,52,51,77,209,2929036
2026-03-27,56,56,96,228,4481560
2026-03-28,37,35,89,187,2820916
2026-03-29,32,32,70,164,2454126
2026-03-30,20,20,22,67,1059032
2026-03-31,5,5,5,13,163900
2026-04-01,7,6,43,59,747010
2026-04-02,12,12,52,79,1099180
2026-04-03,17,16,37,98,1702021
2026-04-04,18,16,51,96,1579540
2026-04-05,17,13,25,65,1050742
2026-04-06,9,8,84,130,1798500
2026-04-07,6,6,47,62,816200
2026-04-08,13,13,65,134,1848000
2026-04-09,14,14,22,65,1678800
2026-04-10,14,14,40,83,1531310
2026-04-11,12,12,68,143,2724590
2026-04-12,5,5,38,73,984500
2026-04-13,14,14,44,92,1464100
2026-04-14,13,12,31,91,924770
2026-04-15,15,14,72,87,1171500
2026-04-16,7,7,54,100,1441000
2026-04-17,12,12,34,148,1280950
2026-04-18,11,11,53,90,744810
2026-04-19,8,8,58,96,1614700
2026-04-20,14,10,83,125,1926100
2026-04-21,10,10,55,118,1464100
2026-04-22,8,8,52,86,1159400
2026-04-23,11,10,47,89,1229776
2026-04-24,12,12,33,45,752770
2026-04-25,12,12,72,129,1345168
2026-04-26,9,9,40,78,1130800
2026-04-27,6,6,64,122,1344712
2026-04-28,13,11,30,28,437800
2026-04-29,22,22,59,145,1463760
2026-04-30,17,17,52,82,1091200
2026-05-01,23,20,74,111,1397210
2026-05-02,20,20,84,158,2524445
2026-05-03,28,26,85,146,2389120
2026-05-04,15,14,78,139,1028390
2026-05-05,6,6,63,91,561550
2026-05-06,5,5,55,72,979000
2026-05-07,7,6,46,55,148500
2026-05-08,6,6,66,96,977860
2026-05-09,9,9,69,99,1303940
2026-05-10,9,9,67,96,810018
2026-05-11,10,9,70,69,390830
2026-05-12,7,7,55,82,649000
2026-05-13,10,10,72,76,1067640
2026-05-14,15,15,76,117,1691085
2026-05-15,15,15,64,96,1094850
2026-05-16,11,10,125,219,3126304
2026-05-17,9,9,59,80,1160500
2026-05-18,6,6,37,38,131230
2026-05-19,9,8,57,91,842600
2026-05-20,5,5,65,68,361900
2026-05-21,12,11,71,115,480700
2026-05-22,9,8,77,132,1195480
2026-05-23,15,15,84,130,1751838
2026-05-24,8,8,57,43,386100
2026-05-25,7,6,65,45,552200
2026-05-26,7,7,78,97,1098900
2026-05-27,6,6,46,14,171930
2026-05-28,7,6,48,64,253000
2026-05-29,11,11,74,135,1631590
2026-05-30,9,9,48,25,308440
2026-05-31,4,4,19,38,572320
2026-06-01,4,4,8,26,348920
2026-06-02,4,4,4,9,155100
2026-06-03,3,3,81,191,2978900
2026-06-04,5,5,41,99,1379400
2026-06-05,2,2,5,10,188320
2026-06-06,4,3,40,54,774510
2026-06-07,3,3,39,40,576400
2026-06-08,4,4,42,106,1591810
2026-06-09,3,2,26,50,606100
2026-06-10,5,4,60,119,477400
2026-06-11,2,2,21,27,355300
2026-06-12,2,2,18,44,807400
2026-06-13,3,3,19,50,718300
2026-06-14,2,2,21,44,44000
2026-06-15,0,0,0,0,0
2026-06-16,1,1,17,42,591800
2026-06-17,0,0,0,0,0
2026-06-18,4,4,23,52,174900
2026-06-19,1,1,1,2,41800
2026-06-20,0,0,0,0,0
