date_visit,n_stay,n_reserve,n_room,n_people,amount_fee
2026-09-20,81,75,97,263,5820177
2026-09-21,81,80,89,271,4478369
2026-09-22,30,30,33,84,1302153
2026-09-23,16,16,15,41,598840
2026-09-24,37,29,30,74,1045260
2026-09-25,24,23,38,102,1810560
2026-09-26,16,15,72,109,1522360
2026-09-27,14,14,51,95,1356100
2026-09-28,21,19,53,109,1607840
2026-09-29,11,11,29,54,798135
2026-09-30,18,16,55,145,2000230
2026-10-01,17,17,52,110,1663200
2026-10-02,30,30,36,110,1921145
2026-10-03,21,20,56,123,1971186
2026-10-04,12,12,41,101,1476200
2026-10-05,12,12,45,90,1397000
2026-10-06,14,14,61,88,1300880
2026-10-07,11,10,48,77,1093730
2026-10-08,24,24,64,117,1717720
2026-10-09,26,24,45,99,2204048
2026-10-10,30,29,72,139,2528700
2026-10-11,14,13,52,74,1228788
2026-10-12,17,16,28,65,1017140
2026-10-13,10,10,33,44,710600
2026-10-14,10,9,34,74,960300
2026-10-15,20,19,59,113,1695364
2026-10-16,34,33,73,168,3439040
2026-10-17,30,28,58,162,1785840
2026-10-18,23,22,62,148,1576470
2026-10-19,14,14,17,38,605880
2026-10-20,20,19,38,79,1346840
2026-10-21,12,11,78,107,1754500
2026-10-22,27,25,63,127,1826279
2026-10-23,30,29,34,120,1946520
2026-10-24,25,24,68,178,1862700
2026-10-25,12,12,43,87,737910
2026-10-26,19,18,39,77,1221070
2026-10-27,24,24,60,107,1759810
2026-10-28,19,18,56,106,1683210
2026-10-29,15,15,54,93,1389300
2026-10-30,17,17,20,69,1279230
2026-10-31,20,20,38,95,1623470
2026-11-01,4,4,23,44,871400
2026-11-02,8,8,48,90,717200
2026-11-03,11,10,46,102,1558700
2026-11-04,8,7,66,120,1204500
2026-11-05,15,15,80,160,1256200
2026-11-06,41,41,59,234,4101736
2026-11-07,24,22,80,156,1848496
2026-11-08,19,17,78,170,1461850
2026-11-09,17,17,54,112,1650440
2026-11-10,16,15,78,195,3312660
2026-11-11,21,19,66,113,1920380
2026-11-12,33,32,85,230,3088140
2026-11-13,29,29,75,180,2873450
2026-11-14,20,19,78,170,1508980
2026-11-15,19,18,62,105,1241080
2026-11-16,18,17,53,112,1759980
2026-11-17,23,23,80,197,2345090
2026-11-18,27,24,62,155,2399700
2026-11-19,24,24,70,158,2639280
2026-11-20,36,34,64,175,4476890
2026-11-21,24,23,82,196,3334567
2026-11-22,14,13,78,87,1270390
2026-11-23,10,9,49,104,448600
2026-11-24,7,7,52,107,1584440
2026-11-25,16,15,70,161,1012000
2026-11-26,15,15,85,184,1625140
2026-11-27,18,18,39,113,2360112
2026-11-28,9,8,90,181,2102008
2026-11-29,4,4,27,55,283800
2026-11-30,9,9,45,133,347600
2026-12-01,6,6,58,103,261470
2026-12-02,9,8,89,215,682550
2026-12-03,15,15,77,167,754270
2026-12-04,13,13,34,91,1048850
2026-12-05,10,9,46,110,522500
2026-12-06,2,2,46,112,201300
2026-12-07,5,5,55,120,584760
2026-12-08,5,5,74,167,608520
2026-12-09,5,4,56,96,195800
2026-12-10,9,9,54,121,644820
2026-12-11,8,8,33,88,827530
2026-12-12,8,7,78,189,315535
2026-12-13,5,5,70,147,529300
2026-12-14,3,3,35,80,493900
2026-12-15,1,1,1,4,50600
2026-12-16,1,1,17,32,481800
2026-12-17,0,0,0,0,0
2026-12-18,1,1,17,42,19800
2026-12-19,3,3,34,130,56100
