date_visit,n_stay,n_reserve,n_room,n_people,amount_fee
2025-08-27,14,13,14,44,528660
2025-08-28,29,24,24,82,940570
2025-08-29,52,51,67,217,3355659
2025-08-30,26,25,40,123,1748317
2025-08-31,14,14,26,71,781188
2025-09-01,9,9,21,30,531740
2025-09-02,11,10,12,26,428104
2025-09-03,15,15,19,37,612920
2025-09-04,16,15,23,54,786940
2025-09-05,25,25,37,110,1936383
2025-09-06,16,15,33,85,1173011
2025-09-07,9,9,47,105,1269950
2025-09-08,11,11,11,21,303600
2025-09-09,18,18,23,50,709940
2025-09-10,14,13,56,105,1488708
2025-09-11,21,19,55,113,1441660
2025-09-12,48,45,54,159,2360303
2025-09-13,46,46,84,232,4617870
2025-09-14,17,15,53,110,1865267
2025-09-15,10,10,37,45,539462
2025-09-16,21,17,51,90,1398026
2025-09-17,16,16,46,68,971053
2025-09-18,15,15,16,46,658270
2025-09-19,27,25,30,94,1252295
2025-09-20,21,20,49,110,1784550
2025-09-21,7,7,58,117,1114740
2025-09-22,6,6,6,14,209550
2025-09-23,10,9,10,22,361900
2025-09-24,8,7,53,80,1104786
2025-09-25,12,12,64,114,821810
2025-09-26,24,23,53,124,2042623
2025-09-27,18,17,68,137,1767080
2025-09-28,6,6,68,128,1811700
2025-09-29,16,14,27,62,892430
2025-09-30,9,8,15,36,534732
2025-10-01,7,5,60,111,1618760
2025-10-02,10,10,54,87,1240252
2025-10-03,15,15,77,219,3609800
2025-10-04,15,14,48,103,1609248
2025-10-05,9,9,74,149,1076900
2025-10-06,10,9,33,73,1103740
2025-10-07,13,12,39,84,1312135
2025-10-08,16,15,60,113,1772760
2025-10-09,13,13,42,95,752730
2025-10-10,15,14,79,215,4315168
2025-10-11,34,34,67,160,2981000
2025-10-12,4,4,28,57,864490
2025-10-13,10,8,33,75,420640
2025-10-14,20,20,24,63,972000
2025-10-15,8,7,66,141,1934900
2025-10-16,6,6,75,170,2530000
2025-10-17,17,17,42,113,1981986
2025-10-18,14,13,76,147,2762177
2025-10-19,13,11,65,127,1723370
2025-10-20,6,6,50,103,1405800
2025-10-21,17,15,69,146,2189530
2025-10-22,8,8,61,149,2010150
2025-10-23,19,18,69,149,1797280
2025-10-24,18,17,51,127,2288540
2025-10-25,15,13,73,171,2474780
2025-10-26,5,5,51,115,1040600
2025-10-27,9,9,55,109,1486960
2025-10-28,9,9,29,60,405160
2025-10-29,11,10,76,129,1823803
2025-10-30,6,5,59,89,1306800
2025-10-31,6,6,34,63,1458600
2025-11-01,9,9,34,74,1314060
2025-11-02,8,7,85,162,2248785
2025-11-03,7,7,77,155,1606880
2025-11-04,10,10,59,116,507185
2025-11-05,9,7,65,139,2051720
2025-11-06,6,6,76,159,2339700
2025-11-07,16,16,68,148,2259490
2025-11-08,10,9,60,110,1239920
2025-11-09,7,6,54,108,810040
2025-11-10,9,8,41,73,492800
2025-11-11,5,5,67,130,1450482
2025-11-12,8,7,82,204,1856800
2025-11-13,12,12,48,119,1833700
2025-11-14,16,16,57,140,1707860
2025-11-15,8,8,85,153,2245400
2025-11-16,7,7,77,174,1431960
2025-11-17,10,8,50,73,1018600
2025-11-18,6,6,65,111,976800
2025-11-19,9,8,67,143,2074600
2025-11-20,10,9,57,142,2060300
2025-11-21,20,20,55,140,2585220
2025-11-22,13,13,61,137,1880450
2025-11-23,10,9,67,142,1567500
2025-11-24,5,4,75,175,2428800
2025-11-25,4,4,72,166,1287000
