date_visit,n_stay,n_reserve,n_room,n_people,amount_fee
2026-07-19,43,38,77,214,3490682
2026-07-20,20,19,76,186,3906657
2026-07-21,36,34,61,150,1874019
2026-07-22,21,20,62,151,1916860
2026-07-23,47,45,46,178,2287659
2026-07-24,69,66,95,303,5171664
2026-07-25,49,49,75,257,5144680
2026-07-26,38,36,74,212,3124769
2026-07-27,39,37,62,180,2413420
2026-07-28,35,30,36,122,1855363
2026-07-29,32,28,64,191,2640673
2026-07-30,42,40,47,153,2186081
2026-07-31,39,37,72,208,3369709
2026-08-01,61,53,72,256,3823192
2026-08-02,37,34,46,164,2621278
2026-08-03,46,40,61,166,2336260
2026-08-04,36,34,44,160,2140788
2026-08-05,35,28,42,202,1495325
2026-08-06,47,47,72,239,3127478
2026-08-07,74,68,79,271,5741042
2026-08-08,68,58,67,259,5075697
2026-08-09,68,58,89,307,6477365
2026-08-10,50,46,91,309,6760818
2026-08-11,66,58,78,273,5549882
2026-08-12,43,39,77,255,5674445
2026-08-13,49,48,60,215,4230738
2026-08-14,24,21,31,107,3030157
2026-08-15,32,30,34,134,1805181
2026-08-16,25,23,27,111,1635246
2026-08-17,18,15,45,127,1702030
2026-08-18,17,17,21,87,1192084
2026-08-19,15,14,52,117,1041548
2026-08-20,22,19,41,122,852600
2026-08-21,30,30,32,123,2074705
2026-08-22,12,11,57,126,1501569
2026-08-23,12,10,41,97,982238
2026-08-24,13,12,72,145,1236971
2026-08-25,6,6,79,160,1576300
2026-08-26,7,6,49,78,189790
2026-08-27,13,12,40,92,886384
2026-08-28,27,27,37,136,2200755
2026-08-29,17,16,51,116,983510
2026-08-30,6,5,48,102,210870
2026-08-31,4,4,14,29,432300
2026-09-01,4,4,20,37,93830
2026-09-02,4,4,75,91,812900
2026-09-03,9,7,61,122,504000
2026-09-04,13,13,36,95,811844
2026-09-05,3,2,44,25,259600
2026-09-06,6,6,42,58,849240
2026-09-07,9,9,70,109,1472240
2026-09-08,3,3,40,49,742500
2026-09-09,7,6,75,116,1618100
2026-09-10,10,10,65,81,1084490
2026-09-11,14,14,73,147,2155720
2026-09-12,10,9,51,92,596585
2026-09-13,6,6,56,117,1140810
2026-09-14,3,3,5,13,219010
2026-09-15,7,6,62,98,577500
2026-09-16,7,6,66,99,836220
2026-09-17,10,8,45,86,656900
2026-09-18,15,15,42,111,1497333
2026-09-19,30,30,73,176,2112626
2026-09-20,22,22,57,136,1815799
2026-09-21,10,8,10,33,555720
2026-09-22,4,4,6,15,241318
2026-09-23,4,3,40,79,544500
2026-09-24,8,7,44,91,609660
2026-09-25,10,10,15,50,807400
2026-09-26,8,7,81,116,1607760
2026-09-27,5,5,61,70,984500
2026-09-28,9,7,43,52,739180
2026-09-29,6,6,25,48,675100
2026-09-30,8,7,53,144,1690040
2026-10-01,6,6,47,93,768860
2026-10-02,10,10,13,40,564049
2026-10-03,9,8,60,122,690140
2026-10-04,6,6,74,173,1912680
2026-10-05,5,5,38,63,933900
2026-10-06,6,6,53,101,852500
2026-10-07,7,6,27,37,539330
2026-10-08,10,10,45,80,1075030
2026-10-09,14,12,23,52,1274108
2026-10-10,10,9,48,71,1097030
2026-10-11,5,4,55,78,743600
2026-10-12,3,3,3,8,178200
2026-10-13,1,1,22,44,19800
2026-10-14,3,2,42,86,605000
2026-10-15,5,5,41,80,1148400
2026-10-16,0,0,0,0,0
2026-10-17,0,0,0,0,0
