date_visit,n_stay,n_reserve,n_room,n_people,amount_fee
2026-08-11,90,80,93,306,6223957
2026-08-12,103,77,85,313,6361458
2026-08-13,78,77,91,293,6114168
2026-08-14,48,43,54,171,3495613
2026-08-15,73,67,75,274,3953506
2026-08-16,57,52,59,220,3164615
2026-08-17,35,32,65,185,2697790
2026-08-18,33,32,38,151,2075444
2026-08-19,18,18,34,96,1346728
2026-08-20,41,38,38,158,2012817
2026-08-21,47,45,48,170,2997089
2026-08-22,28,26,42,112,1616953
2026-08-23,21,18,20,57,868514
2026-08-24,17,17,48,127,1528160
2026-08-25,10,10,50,113,1587740
2026-08-26,12,11,26,52,677090
2026-08-27,22,21,24,71,1129726
2026-08-28,42,42,51,177,2855985
2026-08-29,25,25,30,96,1426244
2026-08-30,10,10,10,36,447425
2026-08-31,8,8,18,41,591500
2026-09-01,8,8,15,46,724900
2026-09-02,13,13,65,73,1203400
2026-09-03,15,14,15,38,547010
2026-09-04,21,21,23,83,1301144
2026-09-05,9,8,66,82,1189620
2026-09-06,7,7,29,34,531560
2026-09-07,11,11,58,101,1663420
2026-09-08,11,10,67,95,1382388
2026-09-09,11,10,82,163,2373800
2026-09-10,14,14,68,98,1320330
2026-09-11,23,23,72,153,2289370
2026-09-12,14,13,54,100,749265
2026-09-13,5,5,62,114,1084710
2026-09-14,12,12,12,28,381400
2026-09-15,10,9,68,110,766700
2026-09-16,8,7,48,95,927520
2026-09-17,13,11,60,120,1131220
2026-09-18,27,26,71,182,3184953
2026-09-19,40,40,86,218,2794150
2026-09-20,45,39,88,210,3536932
2026-09-21,24,22,40,103,1718520
2026-09-22,8,8,11,24,433158
2026-09-23,6,5,42,84,625900
2026-09-24,11,10,48,104,825260
2026-09-25,21,20,28,81,1454000
2026-09-26,13,12,85,123,1681000
2026-09-27,10,10,66,91,1279300
2026-09-28,13,11,52,70,895380
2026-09-29,8,8,32,71,898235
2026-09-30,17,15,65,170,2121790
2026-10-01,11,11,48,95,1519210
2026-10-02,16,16,22,68,1108040
2026-10-03,13,12,83,177,1594406
2026-10-04,9,9,77,182,2044020
2026-10-05,7,7,40,69,1002100
2026-10-06,8,8,56,113,1017500
2026-10-07,9,8,44,69,1023330
2026-10-08,13,13,48,86,1195330
2026-10-09,20,17,35,77,1604218
2026-10-10,13,12,54,84,1366290
2026-10-11,8,7,60,77,1200848
2026-10-12,10,8,19,42,705780
2026-10-13,6,6,29,33,566500
2026-10-14,7,6,78,153,1156100
2026-10-15,15,14,73,150,1599444
2026-10-16,20,19,73,153,3282470
2026-10-17,22,21,67,170,1409320
2026-10-18,9,9,63,136,843120
2026-10-19,5,5,5,12,222200
2026-10-20,6,6,6,14,238680
2026-10-21,8,7,88,111,1329700
2026-10-22,11,11,47,83,1257795
2026-10-23,13,12,14,46,819530
2026-10-24,10,9,55,131,692120
2026-10-25,5,5,41,80,547830
2026-10-26,5,5,24,56,909150
2026-10-27,17,17,50,84,1400550
2026-10-28,11,10,51,81,1354100
2026-10-29,7,7,44,55,800800
2026-10-30,7,7,13,41,863500
2026-10-31,8,8,10,34,509500
2026-11-01,3,3,41,80,778800
2026-11-02,5,5,41,65,173800
2026-11-03,6,6,41,90,624800
2026-11-04,7,6,64,111,1002100
2026-11-05,9,9,74,147,960300
2026-11-06,18,18,22,113,1223932
2026-11-07,14,13,52,124,1288596
2026-11-08,9,7,46,92,810040
2026-11-09,6,6,41,77,1010460
