date_visit,n_stay,n_reserve,n_room,n_people,amount_fee
2025-07-15,34,31,36,93,941588
2025-07-16,21,19,32,84,1215824
2025-07-17,14,14,15,54,656997
2025-07-18,53,42,53,143,2984980
2025-07-19,60,59,88,242,4607974
2025-07-20,31,27,82,218,3840052
2025-07-21,20,18,86,248,3682396
2025-07-22,17,16,21,68,1042536
2025-07-23,21,20,59,147,2055718
2025-07-24,30,29,67,204,3310560
2025-07-25,65,63,84,259,4346623
2025-07-26,41,39,76,237,3876825
2025-07-27,35,32,64,212,2893652
2025-07-28,29,28,38,146,2020452
2025-07-29,30,29,56,162,2425540
2025-07-30,21,18,65,176,2785098
2025-07-31,28,27,60,202,2854390
2025-08-01,55,48,76,305,4930716
2025-08-02,39,34,82,279,4302137
2025-08-03,18,13,43,125,2152005
2025-08-04,21,20,26,92,1274033
2025-08-05,24,22,29,122,1868957
2025-08-06,24,19,43,112,1540530
2025-08-07,42,41,52,219,3252790
2025-08-08,50,42,81,217,4121942
2025-08-09,51,45,94,268,6094663
2025-08-10,65,45,91,263,5300612
2025-08-11,40,35,83,237,4655480
2025-08-12,38,33,82,255,4933679
2025-08-13,40,38,83,245,4549014
2025-08-14,30,23,65,162,2924311
2025-08-15,30,27,93,228,4127930
2025-08-16,20,18,45,136,1802520
2025-08-17,14,13,46,134,1869010
2025-08-18,8,8,11,43,719088
2025-08-19,15,13,11,55,722260
2025-08-20,16,12,79,144,1918800
2025-08-21,10,10,60,121,1604710
2025-08-22,17,17,19,70,1081824
2025-08-23,14,13,39,118,1743742
2025-08-24,15,14,51,141,2310541
2025-08-25,8,7,14,42,715000
2025-08-26,7,7,10,29,391941
2025-08-27,6,4,42,89,1106880
2025-08-28,9,8,32,79,961030
2025-08-29,26,25,34,115,1806749
2025-08-30,7,6,40,84,1150288
2025-08-31,3,3,51,69,940500
2025-09-01,4,4,5,11,264440
2025-09-02,4,4,26,53,791764
2025-09-03,6,5,26,58,740300
2025-09-04,7,6,37,80,1040600
2025-09-05,6,6,33,72,584760
2025-09-06,4,3,32,71,1022586
2025-09-07,2,2,65,126,1164900
2025-09-08,2,2,5,6,71280
2025-09-09,4,4,27,51,721160
2025-09-10,7,6,48,105,1453100
2025-09-11,1,1,23,48,652300
2025-09-12,7,6,28,74,898788
2025-09-13,12,12,46,121,2054548
2025-09-14,4,3,30,71,1034371
2025-09-15,3,3,61,135,1797400
2025-09-16,5,4,31,77,1061500
2025-09-17,4,4,45,98,1449278
2025-09-18,4,4,4,12,152750
2025-09-19,5,4,6,19,265100
2025-09-20,7,6,30,30,498630
2025-09-21,4,4,54,71,501380
2025-09-22,4,3,40,88,1236950
2025-09-23,3,3,62,133,1874400
2025-09-24,6,5,62,128,1705000
2025-09-25,3,3,8,20,143000
2025-09-26,4,4,11,37,696520
2025-09-27,6,6,23,55,772570
2025-09-28,2,2,29,84,1177000
2025-09-29,5,3,3,12,123200
2025-09-30,2,2,6,16,192082
2025-10-01,2,2,29,87,1232000
2025-10-02,3,3,3,8,149600
2025-10-03,7,7,21,54,375250
2025-10-04,4,3,3,8,141460
2025-10-05,2,2,3,12,136400
2025-10-06,3,3,18,48,689700
2025-10-07,4,3,12,15,341280
2025-10-08,2,2,3,5,108900
2025-10-09,4,4,6,16,207900
2025-10-10,0,0,0,0,0
2025-10-11,9,9,11,38,697180
2025-10-12,1,1,5,10,270600
2025-10-13,5,5,9,22,262240
