date_visit,n_stay,n_reserve,n_room,n_people,amount_fee
2025-07-31,43,40,51,201,2756271
2025-08-01,71,63,92,350,5852370
2025-08-02,58,52,102,354,6317464
2025-08-03,44,40,74,236,3969029
2025-08-04,45,41,56,176,2472091
2025-08-05,43,39,48,182,2661815
2025-08-06,42,38,53,157,2215897
2025-08-07,52,50,63,241,3721142
2025-08-08,60,53,93,276,5499177
2025-08-09,66,60,110,338,7003923
2025-08-10,79,64,96,304,6515782
2025-08-11,71,67,96,304,6417871
2025-08-12,53,49,91,263,5530436
2025-08-13,54,52,109,289,7145602
2025-08-14,49,44,65,221,4446887
2025-08-15,47,45,93,251,5110514
2025-08-16,41,38,43,169,2304806
2025-08-17,30,27,47,166,2539972
2025-08-18,20,18,23,87,1328556
2025-08-19,12,12,16,59,776243
2025-08-20,18,14,76,163,2126920
2025-08-21,19,18,71,162,2113910
2025-08-22,42,41,49,169,2451713
2025-08-23,24,22,27,96,1337904
2025-08-24,23,21,39,126,2215321
2025-08-25,13,12,22,60,1001660
2025-08-26,12,12,15,45,584661
2025-08-27,10,9,26,58,791620
2025-08-28,15,13,14,44,533020
2025-08-29,34,33,47,148,2472359
2025-08-30,10,9,16,47,834766
2025-08-31,5,5,31,35,400400
2025-09-01,7,7,11,23,429880
2025-09-02,7,6,8,18,302264
2025-09-03,8,8,10,22,352165
2025-09-04,12,11,19,42,597300
2025-09-05,13,13,20,72,1306335
2025-09-06,8,7,36,52,710186
2025-09-07,4,4,54,76,1161600
2025-09-08,4,4,7,10,128480
2025-09-09,8,8,12,19,289080
2025-09-10,8,7,47,71,980980
2025-09-11,6,6,30,37,487300
2025-09-12,17,15,37,102,1344838
2025-09-13,17,17,59,142,2605297
2025-09-14,6,5,34,60,837031
2025-09-15,3,3,45,60,842600
2025-09-16,9,8,39,61,848816
2025-09-17,5,5,32,34,530998
2025-09-18,8,8,8,24,387230
2025-09-19,12,11,11,37,564025
2025-09-20,11,10,36,79,1279650
2025-09-21,4,4,54,105,987580
2025-09-22,4,3,24,48,692450
2025-09-23,2,2,45,91,1285900
2025-09-24,7,6,71,140,1902286
2025-09-25,7,7,58,125,921580
2025-09-26,11,10,37,70,1184645
2025-09-27,10,9,55,94,1239190
2025-09-28,7,7,65,121,1817255
2025-09-29,9,7,9,28,391600
2025-09-30,4,4,8,23,288882
2025-10-01,6,4,71,142,1994300
2025-10-02,6,6,49,73,1036312
2025-10-03,10,10,70,205,3382650
2025-10-04,9,7,30,70,1072060
2025-10-05,5,5,49,107,906400
2025-10-06,6,5,28,63,932140
2025-10-07,6,6,35,71,1112435
2025-10-08,7,6,29,62,931150
2025-10-09,11,11,40,85,619300
2025-10-10,6,5,51,157,3115200
2025-10-11,18,18,44,104,1793220
2025-10-12,3,3,28,57,886050
2025-10-13,5,5,30,62,278740
2025-10-14,15,15,18,44,813600
2025-10-15,7,6,65,134,1822700
2025-10-16,5,5,74,168,2488200
2025-10-17,8,8,13,45,726556
2025-10-18,8,7,61,98,1651925
2025-10-19,10,8,58,98,1315490
2025-10-20,4,4,46,98,1317800
2025-10-21,13,11,53,125,1384900
2025-10-22,3,3,40,103,1313300
2025-10-23,13,13,64,130,1508100
2025-10-24,10,10,19,58,979660
2025-10-25,10,8,65,148,2061180
2025-10-26,5,5,51,115,1040600
2025-10-27,8,8,37,75,1486960
2025-10-28,5,5,16,24,215120
2025-10-29,7,6,62,84,1240800
